SampleName,file_name,TotalDroplets
10_2023-06-10,20230619_RESPV4_06080613_10.xlsx,28355
10_2023-06-11,20230619_RESPV4_06080613_10.xlsx,28700
10_2023-06-11,20230619_RESPV4_06080613_10.xlsx,27382
10_2023-06-12,20230619_RESPV4_06080613_10.xlsx,27281
10_2023-06-12,20230619_RESPV4_06080613_10.xlsx,26911
10_2023-06-13,20230619_RESPV4_06080613_10.xlsx,28717
10_2023-06-13,20230619_RESPV4_06080613_10.xlsx,27299
15_2022-02-16,20221128_RESPV4_02160407_BS.xlsx,27526
15_2022-02-16,20221128_RESPV4_02160407_BS.xlsx,27192
15_2022-02-18,20221128_RESPV4_02160407_BS.xlsx,28409
15_2022-02-18,20221128_RESPV4_02160407_BS.xlsx,27820
15_2022-02-20,20221128_RESPV4_02160407_BS.xlsx,27541
15_2022-02-20,20221128_RESPV4_02160407_BS.xlsx,27006
15_2022-02-24,20221128_RESPV4_02160407_BS.xlsx,27790
15_2022-02-24,20221128_RESPV4_02160407_BS.xlsx,28744
15_2022-02-28,20221128_RESPV4_02160407_BS.xlsx,28483
15_2022-02-28,20221128_RESPV4_02160407_BS.xlsx,28338
15_2022-03-10,20221128_RESPV4_02160407_BS.xlsx,28865
15_2022-03-10,20221128_RESPV4_02160407_BS.xlsx,28829
15_2022-03-13,20221128_RESPV4_02160407_BS.xlsx,28504
15_2022-03-13,20221128_RESPV4_02160407_BS.xlsx,28793
15_2022-03-17,20221128_RESPV4_02160407_BS.xlsx,28837
15_2022-03-17,20221128_RESPV4_02160407_BS.xlsx,27854
15_2022-03-21,20221128_RESPV4_02160407_BS.xlsx,26412
15_2022-03-21,20221128_RESPV4_02160407_BS.xlsx,27483
15_2022-03-25,20221128_RESPV4_02160407_BS.xlsx,28861
15_2022-03-25,20221128_RESPV4_02160407_BS.xlsx,27578
15_2022-03-29,20221128_RESPV4_02160407_BS.xlsx,28694
15_2022-03-29,20221128_RESPV4_02160407_BS.xlsx,28455
15_2022-03-31,20221128_RESPV4_02160407_BS.xlsx,28157
15_2022-03-31,20221128_RESPV4_02160407_BS.xlsx,28048
15_2022-04-03,20221128_RESPV4_02160407_BS.xlsx,27805
15_2022-04-03,20221128_RESPV4_02160407_BS.xlsx,26288
15_2022-04-07,20221128_RESPV4_02160407_BS.xlsx,25847
15_2022-04-07,20221128_RESPV4_02160407_BS.xlsx,27700
16_2021-12-06,20221017_RESPV4_12061010_14.xlsx,27349
16_2021-12-06,20221017_RESPV4_12061010_14.xlsx,25436
16_2021-12-10,20221017_RESPV4_12061010_14.xlsx,26202
16_2021-12-10,20221017_RESPV4_12061010_14.xlsx,27004
16_2021-12-13,20221017_RESPV4_12061010_14.xlsx,25055
16_2021-12-13,20221017_RESPV4_12061010_14.xlsx,24975
16_2021-12-17,20221017_RESPV4_12061010_14.xlsx,24008
16_2021-12-17,20221017_RESPV4_12061010_14.xlsx,25846
16_2021-12-20,20221017_RESPV4_12061010_14.xlsx,24705
16_2021-12-20,20221017_RESPV4_12061010_14.xlsx,25365
16_2021-12-24,20221017_RESPV4_12061010_14.xlsx,25262
16_2021-12-24,20221017_RESPV4_12061010_14.xlsx,25355
16_2021-12-27,20221017_RESPV4_12061010_14.xlsx,25039
16_2021-12-27,20221017_RESPV4_12061010_14.xlsx,26233
16_2021-12-27,20221017_RESPV4_12061010_14.xlsx,25107
16_2021-12-31,20221017_RESPV4_12061010_14.xlsx,21321
16_2022-01-03,20221017_RESPV4_12061010_14.xlsx,24056
16_2022-01-03,20221017_RESPV4_12061010_14.xlsx,24356
16_2022-01-07,20221017_RESPV4_12061010_14.xlsx,24481
16_2022-01-07,20221017_RESPV4_12061010_14.xlsx,23778
16_2022-01-10,20221017_RESPV4_12061010_14.xlsx,26612
16_2022-01-10,20221017_RESPV4_12061010_14.xlsx,27223
16_2022-01-14,20221017_RESPV4_12061010_14.xlsx,26470
16_2022-01-14,20221017_RESPV4_12061010_14.xlsx,26795
16_2022-01-17,20221017_RESPV4_12061010_14.xlsx,26575
16_2022-01-17,20221017_RESPV4_12061010_14.xlsx,24800
16_2022-01-21,20220926_IABV_500nM_01210311_17.xlsx,22985
16_2022-01-21,20220926_IABV_500nM_01210311_17.xlsx,22715
16_2022-01-21,20221121_RESPV4_01210225_10.xlsx,26415
16_2022-01-21,20221121_RESPV4_01210225_10.xlsx,1493
16_2022-01-24,20220926_IABV_500nM_01210311_17.xlsx,23053
16_2022-01-24,20220926_IABV_500nM_01210311_17.xlsx,24548
16_2022-01-28,20220926_IABV_500nM_01210311_17.xlsx,22958
16_2022-01-28,20220926_IABV_500nM_01210311_17.xlsx,23606
16_2022-01-31,20220926_IABV_500nM_01210311_17.xlsx,4219
16_2022-01-31,20220926_IABV_500nM_01210311_17.xlsx,17461
16_2022-01-31,20221121_RESPV4_01210225_10.xlsx,19792
16_2022-01-31,20221121_RESPV4_01210225_10.xlsx,20307
16_2022-02-04,20220926_IABV_500nM_01210311_17.xlsx,18855
16_2022-02-04,20220926_IABV_500nM_01210311_17.xlsx,23208
16_2022-02-07,20220926_IABV_500nM_01210311_17.xlsx,14984
16_2022-02-07,20220926_IABV_500nM_01210311_17.xlsx,22110
16_2022-02-11,20220926_IABV_500nM_01210311_17.xlsx,22091
16_2022-02-11,20220926_IABV_500nM_01210311_17.xlsx,23211
16_2022-02-11,20221121_RESPV4_02111113_14.xlsx,24642
16_2022-02-11,20221121_RESPV4_02111113_14.xlsx,25042
16_2022-02-14,20220926_IABV_500nM_01210311_17.xlsx,16980
16_2022-02-14,20220926_IABV_500nM_01210311_17.xlsx,22853
16_2022-02-18,20220926_IABV_500nM_01210311_17.xlsx,20264
16_2022-02-18,20220926_IABV_500nM_01210311_17.xlsx,21160
16_2022-02-18,20221121_RESPV4_02111113_14.xlsx,24793
16_2022-02-18,20221121_RESPV4_02111113_14.xlsx,24223
16_2022-02-22,20220926_IABV_500nM_01210311_17.xlsx,24499
16_2022-02-22,20220926_IABV_500nM_01210311_17.xlsx,22167
16_2022-02-25,20220926_IABV_500nM_01210311_17.xlsx,20529
16_2022-02-25,20220926_IABV_500nM_01210311_17.xlsx,19391
16_2022-02-25,20221121_RESPV4_02111113_14.xlsx,23358
16_2022-02-25,20221121_RESPV4_02111113_14.xlsx,24961
16_2022-02-28,20220926_IABV_500nM_01210311_17.xlsx,19460
16_2022-02-28,20220926_IABV_500nM_01210311_17.xlsx,25276
16_2022-03-04,20220926_IABV_500nM_01210311_17.xlsx,23612
16_2022-03-04,20220926_IABV_500nM_01210311_17.xlsx,9265
16_2022-03-04,20221121_RESPV4_02111113_14.xlsx,23945
16_2022-03-04,20221121_RESPV4_02111113_14.xlsx,23867
16_2022-03-07,20220926_IABV_500nM_01210311_17.xlsx,2440
16_2022-03-07,20220926_IABV_500nM_01210311_17.xlsx,10766
16_2022-03-11,20220926_IABV_500nM_01210311_17.xlsx,616
16_2022-03-11,20220926_IABV_500nM_01210311_17.xlsx,5856
16_2022-03-11,20221121_RESPV4_02111113_14.xlsx,24622
16_2022-03-11,20221121_RESPV4_02111113_14.xlsx,25320
16_2022-03-18,20220412_SN1FLU_01080225_18.xlsx,28780
16_2022-03-18,20220412_SN1FLU_01080225_18.xlsx,26990
16_2022-03-18,20221031_RESPV4_02280402_14.xlsx,22167
16_2022-03-18,20221031_RESPV4_02280402_14.xlsx,19154
16_2022-03-21,20220412_SN1FLU_01080225_18.xlsx,26564
16_2022-03-21,20220412_SN1FLU_01080225_18.xlsx,25870
16_2022-03-21,20221031_RESPV4_02280402_14.xlsx,16706
16_2022-03-21,20221031_RESPV4_02280402_14.xlsx,25762
16_2022-03-25,20220412_SN1FLU_01080225_18.xlsx,8255
16_2022-03-25,20220412_SN1FLU_01080225_18.xlsx,14244
16_2022-03-25,20221031_RESPV4_02280402_14.xlsx,27197
16_2022-03-25,20221031_RESPV4_02280402_14.xlsx,26229
16_2022-03-28,20220412_SN1FLU_01080225_18.xlsx,7016
16_2022-03-28,20220412_SN1FLU_01080225_18.xlsx,22320
16_2022-03-28,20221031_RESPV4_02280402_14.xlsx,25804
16_2022-03-28,20221031_RESPV4_02280402_14.xlsx,27408
16_2022-04-01,20220412_SN1FLU_01080225_18.xlsx,25426
16_2022-04-01,20220412_SN1FLU_01080225_18.xlsx,26641
16_2022-04-02,20221031_RESPV4_02280402_14.xlsx,28165
16_2022-04-02,20221031_RESPV4_02280402_14.xlsx,26532
16_2022-04-04,20220627_IABV_500nM_04050425_14.xlsx,16484
16_2022-04-04,20220627_IABV_500nM_04050425_14.xlsx,25820
16_2022-04-05,20221107_RESPV4_04050429_17.xlsx,28790
16_2022-04-05,20221107_RESPV4_04050429_17.xlsx,27618
16_2022-04-08,20220627_IABV_500nM_04050425_14.xlsx,24234
16_2022-04-08,20220627_IABV_500nM_04050425_14.xlsx,24900
16_2022-04-08,20221107_RESPV4_04050429_17.xlsx,27865
16_2022-04-08,20221107_RESPV4_04050429_17.xlsx,27368
16_2022-04-11,20220627_IABV_500nM_04050425_14.xlsx,25651
16_2022-04-11,20221107_RESPV4_04050429_17.xlsx,28318
16_2022-04-11,20221107_RESPV4_04050429_17.xlsx,8144
16_2022-04-15,20220627_IABV_500nM_04050425_14.xlsx,24706
16_2022-04-15,20220627_IABV_500nM_04050425_14.xlsx,25133
16_2022-04-15,20221107_RESPV4_04050429_17.xlsx,29403
16_2022-04-15,20221107_RESPV4_04050429_17.xlsx,28354
16_2022-04-18,20220627_IABV_500nM_04050425_14.xlsx,25168
16_2022-04-18,20220627_IABV_500nM_04050425_14.xlsx,26199
16_2022-04-18,20221107_RESPV4_04050429_17.xlsx,27114
16_2022-04-18,20221107_RESPV4_04050429_17.xlsx,28945
16_2022-04-22,20220627_IABV_500nM_04050425_14.xlsx,26094
16_2022-04-22,20220627_IABV_500nM_04050425_14.xlsx,26029
16_2022-04-22,20221107_RESPV4_04050429_17.xlsx,27038
16_2022-04-22,20221107_RESPV4_04050429_17.xlsx,25701
16_2022-04-25,20220627_IABV_500nM_04050425_14.xlsx,24852
16_2022-04-25,20220627_IABV_500nM_04050425_14.xlsx,27425
16_2022-04-25,20221107_RESPV4_04050429_17.xlsx,26385
16_2022-04-25,20221107_RESPV4_04050429_17.xlsx,27505
16_2022-04-28,20220627_IABV_500nM_04050425_14.xlsx,26680
16_2022-04-28,20220627_IABV_500nM_04050425_14.xlsx,26697
16_2022-04-28,20220627_IABV_500nM_04050425_14.xlsx,25616
16_2022-04-29,20221107_RESPV4_04050429_17.xlsx,28767
16_2022-04-29,20221107_RESPV4_04050429_17.xlsx,27543
16_2022-09-16,20221018_RESPV4_09131007_10.xlsx,27229
16_2022-09-16,20221018_RESPV4_09131007_10.xlsx,28047
16_2022-09-19,20221018_RESPV4_09131007_10.xlsx,29410
16_2022-09-19,20221018_RESPV4_09131007_10.xlsx,28361
16_2022-09-23,20221018_RESPV4_09131007_10.xlsx,28643
16_2022-09-23,20221018_RESPV4_09131007_10.xlsx,28338
16_2022-09-26,20221018_RESPV4_09131007_10.xlsx,28265
16_2022-09-26,20221018_RESPV4_09131007_10.xlsx,28779
16_2022-09-30,20221018_RESPV4_09131007_10.xlsx,28066
16_2022-09-30,20221018_RESPV4_09131007_10.xlsx,27455
16_2022-10-03,20221018_RESPV4_09131007_10.xlsx,27718
16_2022-10-03,20221018_RESPV4_09131007_10.xlsx,28281
16_2022-10-07,20221018_RESPV4_09131007_10.xlsx,27389
16_2022-10-07,20221018_RESPV4_09131007_10.xlsx,27992
16_2022-10-10,20221017_RESPV4_12061010_14.xlsx,23693
16_2022-10-10,20221017_RESPV4_12061010_14.xlsx,26146
16_2022-10-13,20230112_RESPV4_01020108_10.xlsx,29090
16_2022-10-13,20230112_RESPV4_01020108_10.xlsx,27865
16_2022-10-17,20230112_RESPV4_01020108_10.xlsx,27590
16_2022-10-17,20230112_RESPV4_01020108_10.xlsx,28597
16_2022-10-20,20230112_RESPV4_01020108_10.xlsx,28276
16_2022-10-24,20230112_RESPV4_01020108_10.xlsx,26459
16_2022-10-24,20230112_RESPV4_01020108_10.xlsx,25526
16_2022-10-24,20230112_RESPV4_01020108_10.xlsx,24705
16_2022-10-27,20230112_RESPV4_01020108_10.xlsx,29193
16_2022-10-27,20230112_RESPV4_01020108_10.xlsx,26623
16_2022-10-31,20221109_RESPV4_10301106_13.xlsx,25575
16_2022-10-31,20221109_RESPV4_10301106_13.xlsx,22911
16_2022-11-01,20221109_RESPV4_10301106_13.xlsx,24065
16_2022-11-01,20221109_RESPV4_10301106_13.xlsx,24128
16_2022-11-02,20221109_RESPV4_10301106_13.xlsx,22876
16_2022-11-02,20221109_RESPV4_10301106_13.xlsx,26408
16_2022-11-03,20221109_RESPV4_10301106_13.xlsx,26057
16_2022-11-03,20221109_RESPV4_10301106_13.xlsx,26099
16_2022-11-04,20221109_RESPV4_10301106_13.xlsx,23101
16_2022-11-04,20221109_RESPV4_10301106_13.xlsx,23187
16_2022-11-05,20221109_RESPV4_10301106_13.xlsx,22636
16_2022-11-05,20221109_RESPV4_10301106_13.xlsx,25979
16_2022-11-06,20221109_RESPV4_10301106_13.xlsx,23888
16_2022-11-06,20221109_RESPV4_10301106_13.xlsx,24033
16_2022-11-07,20221116_RESPV4_11071113_12.xlsx,278
16_2022-11-07,20221116_RESPV4_11071113_12.xlsx,14765
16_2022-11-08,20221116_RESPV4_11071113_12.xlsx,398
16_2022-11-08,20221116_RESPV4_11071113_12.xlsx,20904
16_2022-11-10,20221116_RESPV4_11071113_12.xlsx,3579
16_2022-11-10,20221116_RESPV4_11071113_12.xlsx,242
16_2022-11-12,20221116_RESPV4_11071113_12.xlsx,414
16_2022-11-12,20221116_RESPV4_11071113_12.xlsx,14952
16_2022-11-13,20221116_RESPV4_11071113_12.xlsx,22352
16_2022-11-13,20221116_RESPV4_11071113_12.xlsx,21271
16_2022-11-14,20221123_RESPV4_11141120_12.xlsx,27511
16_2022-11-14,20221123_RESPV4_11141120_12.xlsx,27795
16_2022-11-15,20221123_RESPV4_11141120_12.xlsx,27142
16_2022-11-15,20221123_RESPV4_11141120_12.xlsx,27231
16_2022-11-17,20221123_RESPV4_11141120_12.xlsx,1002
16_2022-11-17,20221123_RESPV4_11141120_12.xlsx,23477
16_2022-11-19,20221123_RESPV4_11141120_12.xlsx,21357
16_2022-11-19,20221123_RESPV4_11141120_12.xlsx,616
16_2022-11-20,20221123_RESPV4_11141120_12.xlsx,428
16_2022-11-20,20221123_RESPV4_11141120_12.xlsx,8549
16_2022-11-21,20221130_RESPV4_11211127_12.xlsx,28384
16_2022-11-21,20221130_RESPV4_11211127_12.xlsx,28294
16_2022-11-22,20221130_RESPV4_11211127_12.xlsx,28060
16_2022-11-22,20221130_RESPV4_11211127_12.xlsx,27386
16_2022-11-24,20221130_RESPV4_11211127_12.xlsx,26623
16_2022-11-24,20221130_RESPV4_11211127_12.xlsx,25727
16_2022-11-26,20221130_RESPV4_11211127_12.xlsx,20456
16_2022-11-26,20221130_RESPV4_11211127_12.xlsx,26279
16_2022-11-27,20221130_RESPV4_11211127_12.xlsx,25490
16_2022-11-27,20221130_RESPV4_11211127_12.xlsx,25673
16_2022-11-28,20221207_RESPV4_11281204_13.xlsx,25613
16_2022-11-28,20221207_RESPV4_11281204_13.xlsx,27539
16_2022-11-29,20221207_RESPV4_11281204_13.xlsx,27180
16_2022-11-29,20221207_RESPV4_11281204_13.xlsx,26303
16_2022-12-01,20221207_RESPV4_11281204_13.xlsx,26166
16_2022-12-01,20221207_RESPV4_11281204_13.xlsx,25906
16_2022-12-03,20221207_RESPV4_11281204_13.xlsx,25115
16_2022-12-03,20221207_RESPV4_11281204_13.xlsx,25455
16_2022-12-04,20221207_RESPV4_11281204_13.xlsx,27183
16_2022-12-04,20221207_RESPV4_11281204_13.xlsx,27166
16_2022-12-05,20221214_RESPV4_12051211_11.xlsx,28292
16_2022-12-05,20221214_RESPV4_12051211_11.xlsx,28227
16_2022-12-06,20221214_RESPV4_12051211_11.xlsx,27829
16_2022-12-06,20221214_RESPV4_12051211_11.xlsx,27866
16_2022-12-08,20221214_RESPV4_12051211_11.xlsx,27953
16_2022-12-08,20221214_RESPV4_12051211_11.xlsx,27435
16_2022-12-10,20221214_RESPV4_12051211_11.xlsx,26013
16_2022-12-10,20221214_RESPV4_12051211_11.xlsx,27375
16_2022-12-11,20221214_RESPV4_12051211_11.xlsx,28212
16_2022-12-11,20221214_RESPV4_12051211_11.xlsx,27021
16_2022-12-12,20221221_RESPV4_12121218_11.xlsx,28420
16_2022-12-12,20221221_RESPV4_12121218_11.xlsx,27772
16_2022-12-13,20221221_RESPV4_12121218_11.xlsx,26572
16_2022-12-13,20221221_RESPV4_12121218_11.xlsx,27984
16_2022-12-15,20221221_RESPV4_12121218_11.xlsx,24978
16_2022-12-15,20221221_RESPV4_12121218_11.xlsx,25151
16_2022-12-17,20221221_RESPV4_12121218_11.xlsx,24864
16_2022-12-17,20221221_RESPV4_12121218_11.xlsx,26461
16_2022-12-18,20221221_RESPV4_12121218_11.xlsx,27665
16_2022-12-18,20221221_RESPV4_12121218_11.xlsx,26545
16_2022-12-19,20230103_RESPV4_12191225_12.xlsx,27304
16_2022-12-19,20230103_RESPV4_12191225_12.xlsx,27088
16_2022-12-20,20230103_RESPV4_12191225_12.xlsx,27026
16_2022-12-20,20230103_RESPV4_12191225_12.xlsx,27233
16_2022-12-22,20230103_RESPV4_12191225_12.xlsx,27460
16_2022-12-22,20230103_RESPV4_12191225_12.xlsx,24246
16_2022-12-24,20230103_RESPV4_12191225_12.xlsx,26041
16_2022-12-24,20230103_RESPV4_12191225_12.xlsx,22419
16_2022-12-25,20230103_RESPV4_12191225_12.xlsx,27171
16_2022-12-25,20230103_RESPV4_12191225_12.xlsx,27634
16_2022-12-26,20230110_RESPV4_12260101_13.xlsx,28238
16_2022-12-26,20230110_RESPV4_12260101_13.xlsx,28161
16_2022-12-27,20230110_RESPV4_12260101_13.xlsx,28110
16_2022-12-27,20230110_RESPV4_12260101_13.xlsx,28361
16_2022-12-29,20230110_RESPV4_12260101_13.xlsx,27647
16_2022-12-29,20230110_RESPV4_12260101_13.xlsx,27344
16_2022-12-31,20230110_RESPV4_12260101_13.xlsx,25416
16_2022-12-31,20230110_RESPV4_12260101_13.xlsx,27902
16_2023-01-01,20230110_RESPV4_12260101_13.xlsx,27070
16_2023-01-01,20230110_RESPV4_12260101_13.xlsx,25335
16_2023-01-02,20230111_RESPV4_01020108_11.xlsx,25357
16_2023-01-02,20230111_RESPV4_01020108_11.xlsx,26729
16_2023-01-03,20230111_RESPV4_01020108_11.xlsx,28013
16_2023-01-03,20230111_RESPV4_01020108_11.xlsx,28393
16_2023-01-05,20230111_RESPV4_01020108_11.xlsx,25917
16_2023-01-05,20230111_RESPV4_01020108_11.xlsx,26107
16_2023-01-07,20230111_RESPV4_01020108_11.xlsx,25674
16_2023-01-07,20230111_RESPV4_01020108_11.xlsx,27541
16_2023-01-08,20230111_RESPV4_01020108_11.xlsx,27323
16_2023-01-08,20230111_RESPV4_01020108_11.xlsx,26140
16_2023-01-09,20230118_RESPV4_01090115_11.xlsx,26511
16_2023-01-09,20230118_RESPV4_01090115_11.xlsx,27041
16_2023-01-09,20230120_RESPV4_01090115_10.xlsx,27355
16_2023-01-09,20230120_RESPV4_01090115_10.xlsx,27457
16_2023-01-10,20230118_RESPV4_01090115_11.xlsx,25395
16_2023-01-10,20230118_RESPV4_01090115_11.xlsx,27833
16_2023-01-10,20230120_RESPV4_01090115_10.xlsx,25843
16_2023-01-10,20230120_RESPV4_01090115_10.xlsx,28309
16_2023-01-12,20230118_RESPV4_01090115_11.xlsx,25264
16_2023-01-12,20230118_RESPV4_01090115_11.xlsx,23962
16_2023-01-12,20230120_RESPV4_01090115_10.xlsx,28533
16_2023-01-12,20230120_RESPV4_01090115_10.xlsx,26982
16_2023-01-14,20230118_RESPV4_01090115_11.xlsx,21564
16_2023-01-14,20230118_RESPV4_01090115_11.xlsx,23322
16_2023-01-14,20230120_RESPV4_01090115_10.xlsx,25807
16_2023-01-14,20230120_RESPV4_01090115_10.xlsx,27950
16_2023-01-15,20230118_RESPV4_01090115_11.xlsx,1417
16_2023-01-15,20230118_RESPV4_01090115_11.xlsx,20196
16_2023-01-15,20230120_RESPV4_01090115_10.xlsx,27916
16_2023-01-15,20230120_RESPV4_01090115_10.xlsx,26606
16_2023-01-16,20230126_RESPV4_01160122_12.xlsx,22510
16_2023-01-16,20230126_RESPV4_01160122_12.xlsx,21466
16_2023-01-17,20230126_RESPV4_01160122_12.xlsx,19801
16_2023-01-17,20230126_RESPV4_01160122_12.xlsx,20721
16_2023-01-19,20230126_RESPV4_01160122_12.xlsx,22559
16_2023-01-19,20230126_RESPV4_01160122_12.xlsx,21096
16_2023-01-21,20230126_RESPV4_01160122_12.xlsx,20254
16_2023-01-21,20230126_RESPV4_01160122_12.xlsx,20267
16_2023-01-22,20230126_RESPV4_01160122_12.xlsx,21134
16_2023-01-22,20230126_RESPV4_01160122_12.xlsx,20778
16_2023-01-23,20230201_RESPV4_01230129_12.xlsx,4373
16_2023-01-23,20230201_RESPV4_01230129_12.xlsx,24390
16_2023-01-24,20230201_RESPV4_01230129_12.xlsx,25475
16_2023-01-24,20230201_RESPV4_01230129_12.xlsx,26311
16_2023-01-26,20230201_RESPV4_01230129_12.xlsx,22796
16_2023-01-26,20230201_RESPV4_01230129_12.xlsx,24599
16_2023-01-28,20230201_RESPV4_01230129_12.xlsx,22045
16_2023-01-28,20230201_RESPV4_01230129_12.xlsx,27589
16_2023-01-29,20230201_RESPV4_01230129_12.xlsx,3803
16_2023-01-29,20230201_RESPV4_01230129_12.xlsx,23140
16_2023-01-30,20230208_RESPV4_01300205_11.xlsx,26662
16_2023-01-30,20230208_RESPV4_01300205_11.xlsx,25108
16_2023-01-31,20230208_RESPV4_01300205_11.xlsx,26605
16_2023-01-31,20230208_RESPV4_01300205_11.xlsx,25648
16_2023-02-02,20230208_RESPV4_01300205_11.xlsx,27710
16_2023-02-02,20230208_RESPV4_01300205_11.xlsx,26466
16_2023-02-04,20230208_RESPV4_01300205_11.xlsx,25251
16_2023-02-04,20230208_RESPV4_01300205_11.xlsx,24807
16_2023-02-05,20230208_RESPV4_01300205_11.xlsx,27366
16_2023-02-05,20230208_RESPV4_01300205_11.xlsx,26447
16_2023-02-06,20230215_RESPV4_02060212_10.xlsx,28030
16_2023-02-06,20230215_RESPV4_02060212_10.xlsx,27422
16_2023-02-07,20230215_RESPV4_02060212_10.xlsx,26983
16_2023-02-07,20230215_RESPV4_02060212_10.xlsx,27956
16_2023-02-09,20230215_RESPV4_02060212_10.xlsx,25280
16_2023-02-09,20230215_RESPV4_02060212_10.xlsx,24098
16_2023-02-11,20230215_RESPV4_02060212_10.xlsx,20611
16_2023-02-11,20230215_RESPV4_02060212_10.xlsx,25291
16_2023-02-12,20230215_RESPV4_02060212_10.xlsx,25009
16_2023-02-12,20230215_RESPV4_02060212_10.xlsx,26941
16_2023-02-20,20230301_RESPV4_02200226_10.xlsx,26958
16_2023-02-20,20230301_RESPV4_02200226_10.xlsx,26240
16_2023-02-21,20230301_RESPV4_02200226_10.xlsx,26351
16_2023-02-21,20230301_RESPV4_02200226_10.xlsx,26885
16_2023-02-23,20230301_RESPV4_02200226_10.xlsx,27811
16_2023-02-23,20230301_RESPV4_02200226_10.xlsx,26446
16_2023-02-25,20230301_RESPV4_02200226_10.xlsx,26755
16_2023-02-25,20230301_RESPV4_02200226_10.xlsx,27211
16_2023-02-26,20230301_RESPV4_02200226_10.xlsx,28099
16_2023-02-26,20230301_RESPV4_02200226_10.xlsx,26841
16_2023-02-27,20230308_RESPV4_02270305_10.xlsx,27467
16_2023-02-27,20230308_RESPV4_02270305_10.xlsx,25491
16_2023-02-28,20230308_RESPV4_02270305_10.xlsx,26462
16_2023-02-28,20230308_RESPV4_02270305_10.xlsx,27188
16_2023-03-02,20230308_RESPV4_02270305_10.xlsx,25341
16_2023-03-02,20230308_RESPV4_02270305_10.xlsx,26414
16_2023-03-04,20230308_RESPV4_02270305_10.xlsx,29701
16_2023-03-04,20230308_RESPV4_02270305_10.xlsx,27063
16_2023-03-06,20230315_RESPV4_03060312_10.xlsx,27860
16_2023-03-06,20230315_RESPV4_03060312_10.xlsx,25513
16_2023-03-07,20230315_RESPV4_03060312_10.xlsx,26567
16_2023-03-07,20230315_RESPV4_03060312_10.xlsx,27208
16_2023-03-09,20230315_RESPV4_03060312_10.xlsx,27727
16_2023-03-09,20230315_RESPV4_03060312_10.xlsx,26791
16_2023-03-11,20230315_RESPV4_03060312_10.xlsx,27350
16_2023-03-11,20230315_RESPV4_03060312_10.xlsx,27189
16_2023-03-12,20230315_RESPV4_03060312_10.xlsx,27610
16_2023-03-12,20230315_RESPV4_03060312_10.xlsx,26845
16_2023-03-13,20230322_RESPV4_03130319_10.xlsx,28166
16_2023-03-13,20230322_RESPV4_03130319_10.xlsx,27217
16_2023-03-14,20230322_RESPV4_03130319_10.xlsx,27688
16_2023-03-14,20230322_RESPV4_03130319_10.xlsx,28212
16_2023-03-16,20230322_RESPV4_03130319_10.xlsx,28297
16_2023-03-16,20230322_RESPV4_03130319_10.xlsx,26495
16_2023-03-18,20230322_RESPV4_03130319_10.xlsx,25917
16_2023-03-18,20230322_RESPV4_03130319_10.xlsx,27318
16_2023-03-19,20230322_RESPV4_03130319_10.xlsx,26396
16_2023-03-19,20230322_RESPV4_03130319_10.xlsx,26605
16_2023-03-20,20230330_RESPV4_03200321_9.xlsx,28302
16_2023-03-20,20230330_RESPV4_03200321_9.xlsx,27178
16_2023-03-21,20230328_RESPV4_03200321_10.xlsx,27098
16_2023-03-21,20230328_RESPV4_03200321_10.xlsx,27486
16_2023-03-23,20230403_RESPV4_03230328_10.xlsx,29089
16_2023-03-23,20230403_RESPV4_03230328_10.xlsx,28097
16_2023-03-25,20230403_RESPV4_03230328_10.xlsx,28042
16_2023-03-25,20230403_RESPV4_03230328_10.xlsx,28948
16_2023-03-26,20230403_RESPV4_03230328_10.xlsx,28924
16_2023-03-26,20230403_RESPV4_03230328_10.xlsx,27369
16_2023-03-27,20230403_RESPV4_03230328_10.xlsx,15183
16_2023-03-27,20230403_RESPV4_03230328_10.xlsx,28227
16_2023-03-28,20230403_RESPV4_03230328_10.xlsx,28658
16_2023-03-28,20230403_RESPV4_03230328_10.xlsx,26888
16_2023-03-30,20230411_RESPV4_03300404_09.xlsx,28159
16_2023-03-30,20230411_RESPV4_03300404_09.xlsx,27959
16_2023-04-01,20230411_RESPV4_03300404_09.xlsx,27886
16_2023-04-01,20230411_RESPV4_03300404_09.xlsx,28322
16_2023-04-01,20230508_RESPV4_04270502_10.xlsx,26421
16_2023-04-01,20230508_RESPV4_04270502_10.xlsx,26428
16_2023-04-02,20230411_RESPV4_03300404_09.xlsx,28467
16_2023-04-02,20230411_RESPV4_03300404_09.xlsx,27714
16_2023-04-02,20230508_RESPV4_04270502_10.xlsx,28509
16_2023-04-02,20230508_RESPV4_04270502_10.xlsx,27854
16_2023-04-03,20230411_RESPV4_03300404_09.xlsx,26495
16_2023-04-03,20230411_RESPV4_03300404_09.xlsx,28041
16_2023-04-04,20230411_RESPV4_03300404_09.xlsx,28824
16_2023-04-04,20230411_RESPV4_03300404_09.xlsx,27334
16_2023-04-06,20230417_RESPV4_04060411_08.xlsx,28353
16_2023-04-06,20230417_RESPV4_04060411_08.xlsx,25368
16_2023-04-08,20230417_RESPV4_04060411_08.xlsx,23295
16_2023-04-08,20230417_RESPV4_04060411_08.xlsx,28128
16_2023-04-09,20230417_RESPV4_04060411_08.xlsx,28526
16_2023-04-09,20230417_RESPV4_04060411_08.xlsx,28129
16_2023-04-10,20230417_RESPV4_04060411_08.xlsx,27705
