SampleName,file_name,TotalDroplets
10_2022-03-05,20221031_RESPV4_02280402_14.xlsx,4587
10_2022-03-07,20220412_SN1FLU_01080225_18.xlsx,27539
10_2022-03-07,20220412_SN1FLU_01080225_18.xlsx,26578
10_2022-03-07,20221031_RESPV4_02280402_14.xlsx,24995
10_2022-03-07,20221031_RESPV4_02280402_14.xlsx,323
10_2022-03-11,20220412_SN1FLU_01080225_18.xlsx,26191
10_2022-03-11,20220412_SN1FLU_01080225_18.xlsx,24555
10_2022-03-11,20221031_RESPV4_02280402_14.xlsx,94
10_2022-03-11,20221031_RESPV4_02280402_14.xlsx,191
10_2022-03-14,20220412_SN1FLU_01080225_18.xlsx,27070
10_2022-03-14,20220412_SN1FLU_01080225_18.xlsx,26956
10_2022-03-14,20221031_RESPV4_02280402_14.xlsx,27076
10_2022-03-14,20221031_RESPV4_02280402_14.xlsx,26092
10_2022-03-18,20220412_SN1FLU_01080225_18.xlsx,25862
10_2022-03-18,20220412_SN1FLU_01080225_18.xlsx,26484
10_2022-03-18,20221031_RESPV4_02280402_14.xlsx,27112
10_2022-03-18,20221031_RESPV4_02280402_14.xlsx,26048
10_2022-03-21,20220412_SN1FLU_01080225_18.xlsx,25665
10_2022-03-21,20220412_SN1FLU_01080225_18.xlsx,26970
10_2022-03-21,20221031_RESPV4_02280402_14.xlsx,20181
10_2022-03-21,20221031_RESPV4_02280402_14.xlsx,25340
10_2022-03-25,20220412_SN1FLU_01080225_18.xlsx,26760
10_2022-03-25,20220412_SN1FLU_01080225_18.xlsx,26060
10_2022-03-25,20221031_RESPV4_02280402_14.xlsx,27237
10_2022-03-25,20221031_RESPV4_02280402_14.xlsx,27782
10_2022-03-28,20220412_SN1FLU_01080225_18.xlsx,25548
10_2022-03-28,20220412_SN1FLU_01080225_18.xlsx,25860
10_2022-03-28,20221031_RESPV4_02280402_14.xlsx,25311
10_2022-03-28,20221031_RESPV4_02280402_14.xlsx,26228
10_2022-04-01,20220412_SN1FLU_01080225_18.xlsx,26203
10_2022-04-01,20220412_SN1FLU_01080225_18.xlsx,25852
10_2022-04-02,20221031_RESPV4_02280402_14.xlsx,27719
10_2022-04-02,20221031_RESPV4_02280402_14.xlsx,22597
10_2022-04-04,20220627_IABV_500nM_04050425_14.xlsx,27316
10_2022-04-04,20220627_IABV_500nM_04050425_14.xlsx,18983
10_2022-04-05,20221107_RESPV4_04050429_17.xlsx,28644
10_2022-04-05,20221107_RESPV4_04050429_17.xlsx,28723
10_2022-04-08,20220627_IABV_500nM_04050425_14.xlsx,26187
10_2022-04-08,20220627_IABV_500nM_04050425_14.xlsx,27275
10_2022-04-08,20221107_RESPV4_04050429_17.xlsx,27731
10_2022-04-08,20221107_RESPV4_04050429_17.xlsx,27928
10_2022-04-11,20220627_IABV_500nM_04050425_14.xlsx,26057
10_2022-04-11,20220627_IABV_500nM_04050425_14.xlsx,25566
10_2022-04-11,20221107_RESPV4_04050429_17.xlsx,26669
10_2022-04-11,20221107_RESPV4_04050429_17.xlsx,26399
10_2022-04-15,20220627_IABV_500nM_04050425_14.xlsx,25712
10_2022-04-15,20220627_IABV_500nM_04050425_14.xlsx,26362
10_2022-04-15,20221107_RESPV4_04050429_17.xlsx,25786
10_2022-04-15,20221107_RESPV4_04050429_17.xlsx,27232
10_2022-04-18,20220627_IABV_500nM_04050425_14.xlsx,26467
10_2022-04-18,20220627_IABV_500nM_04050425_14.xlsx,26092
10_2022-04-18,20221107_RESPV4_04050429_17.xlsx,28178
10_2022-04-18,20221107_RESPV4_04050429_17.xlsx,27827
10_2022-04-22,20220627_IABV_500nM_04050425_14.xlsx,25950
10_2022-04-22,20220627_IABV_500nM_04050425_14.xlsx,25982
10_2022-04-22,20221107_RESPV4_04050429_17.xlsx,28615
10_2022-04-22,20221107_RESPV4_04050429_17.xlsx,28286
10_2022-04-25,20220627_IABV_500nM_04050425_14.xlsx,25014
10_2022-04-25,20220627_IABV_500nM_04050425_14.xlsx,25773
10_2022-04-25,20221107_RESPV4_04050429_17.xlsx,27707
10_2022-04-25,20221107_RESPV4_04050429_17.xlsx,27622
10_2022-09-12,20221018_RESPV4_09131007_10.xlsx,23020
10_2022-09-12,20221018_RESPV4_09131007_10.xlsx,1529
10_2022-09-16,20221018_RESPV4_09131007_10.xlsx,17672
10_2022-09-16,20221018_RESPV4_09131007_10.xlsx,25313
10_2022-09-19,20221018_RESPV4_09131007_10.xlsx,27886
10_2022-09-19,20221018_RESPV4_09131007_10.xlsx,26857
10_2022-09-23,20221018_RESPV4_09131007_10.xlsx,25637
10_2022-09-23,20221018_RESPV4_09131007_10.xlsx,27471
10_2022-09-26,20221018_RESPV4_09131007_10.xlsx,27598
10_2022-09-26,20221018_RESPV4_09131007_10.xlsx,27193
10_2022-09-30,20221018_RESPV4_09131007_10.xlsx,28734
10_2022-09-30,20221018_RESPV4_09131007_10.xlsx,28095
10_2022-10-03,20221018_RESPV4_09131007_10.xlsx,27769
10_2022-10-03,20221018_RESPV4_09131007_10.xlsx,28180
10_2022-10-07,20221018_RESPV4_09131007_10.xlsx,28797
10_2022-10-07,20221018_RESPV4_09131007_10.xlsx,27681
10_2022-10-10,20221017_RESPV4_12061010_14.xlsx,26752
10_2022-10-10,20221017_RESPV4_12061010_14.xlsx,25284
10_2022-10-13,20230112_RESPV4_01020108_10.xlsx,13774
10_2022-10-13,20230112_RESPV4_01020108_10.xlsx,9803
10_2022-10-17,20230112_RESPV4_01020108_10.xlsx,27732
10_2022-10-17,20230112_RESPV4_01020108_10.xlsx,28316
10_2022-10-20,20230112_RESPV4_01020108_10.xlsx,28029
10_2022-10-20,20230112_RESPV4_01020108_10.xlsx,27427
10_2022-10-24,20230112_RESPV4_01020108_10.xlsx,25633
10_2022-10-24,20230112_RESPV4_01020108_10.xlsx,28116
10_2022-10-27,20230112_RESPV4_01020108_10.xlsx,28681
10_2022-10-27,20230112_RESPV4_01020108_10.xlsx,27669
10_2022-10-30,20221109_RESPV4_10301106_13.xlsx,27920
10_2022-10-30,20221109_RESPV4_10301106_13.xlsx,27498
10_2022-10-31,20221109_RESPV4_10301106_13.xlsx,25385
10_2022-10-31,20221109_RESPV4_10301106_13.xlsx,26218
10_2022-11-01,20221109_RESPV4_10301106_13.xlsx,25267
10_2022-11-01,20221109_RESPV4_10301106_13.xlsx,26450
10_2022-11-02,20221109_RESPV4_10301106_13.xlsx,25768
10_2022-11-02,20221109_RESPV4_10301106_13.xlsx,26917
10_2022-11-03,20221109_RESPV4_10301106_13.xlsx,27345
10_2022-11-03,20221109_RESPV4_10301106_13.xlsx,25692
10_2022-11-04,20221109_RESPV4_10301106_13.xlsx,21984
10_2022-11-04,20221109_RESPV4_10301106_13.xlsx,23917
10_2022-11-05,20221109_RESPV4_10301106_13.xlsx,23620
10_2022-11-05,20221109_RESPV4_10301106_13.xlsx,22420
10_2022-11-06,20221109_RESPV4_10301106_13.xlsx,23447
10_2022-11-06,20221109_RESPV4_10301106_13.xlsx,24766
10_2022-11-07,20221116_RESPV4_11071113_12.xlsx,489
10_2022-11-07,20221116_RESPV4_11071113_12.xlsx,1215
10_2022-11-08,20221116_RESPV4_11071113_12.xlsx,16145
10_2022-11-08,20221116_RESPV4_11071113_12.xlsx,24970
10_2022-11-10,20221116_RESPV4_11071113_12.xlsx,7976
10_2022-11-10,20221116_RESPV4_11071113_12.xlsx,22910
10_2022-11-12,20221116_RESPV4_11071113_12.xlsx,13163
10_2022-11-12,20221116_RESPV4_11071113_12.xlsx,22516
10_2022-11-13,20221116_RESPV4_11071113_12.xlsx,15392
10_2022-11-13,20221116_RESPV4_11071113_12.xlsx,22117
10_2022-11-14,20221123_RESPV4_11141120_12.xlsx,26730
10_2022-11-14,20221123_RESPV4_11141120_12.xlsx,27015
10_2022-11-15,20221123_RESPV4_11141120_12.xlsx,21351
10_2022-11-15,20221123_RESPV4_11141120_12.xlsx,3607
10_2022-11-17,20221123_RESPV4_11141120_12.xlsx,27299
10_2022-11-17,20221123_RESPV4_11141120_12.xlsx,26665
10_2022-11-19,20221123_RESPV4_11141120_12.xlsx,26258
10_2022-11-19,20221123_RESPV4_11141120_12.xlsx,24356
10_2022-11-20,20221123_RESPV4_11141120_12.xlsx,25586
10_2022-11-20,20221123_RESPV4_11141120_12.xlsx,27507
10_2022-11-21,20221130_RESPV4_11211127_12.xlsx,29025
10_2022-11-21,20221130_RESPV4_11211127_12.xlsx,27816
10_2022-11-22,20221130_RESPV4_11211127_12.xlsx,26185
10_2022-11-22,20221130_RESPV4_11211127_12.xlsx,26899
10_2022-11-24,20221130_RESPV4_11211127_12.xlsx,28635
10_2022-11-24,20221130_RESPV4_11211127_12.xlsx,28135
10_2022-11-26,20221130_RESPV4_11211127_12.xlsx,28207
10_2022-11-26,20221130_RESPV4_11211127_12.xlsx,27775
10_2022-11-27,20221130_RESPV4_11211127_12.xlsx,14336
10_2022-11-27,20221130_RESPV4_11211127_12.xlsx,25386
10_2022-11-28,20221207_RESPV4_11281204_13.xlsx,28958
10_2022-11-28,20221207_RESPV4_11281204_13.xlsx,28567
10_2022-11-29,20221207_RESPV4_11281204_13.xlsx,3084
10_2022-11-29,20221207_RESPV4_11281204_13.xlsx,27535
10_2022-12-01,20221207_RESPV4_11281204_13.xlsx,29233
10_2022-12-01,20221207_RESPV4_11281204_13.xlsx,27152
10_2022-12-03,20221207_RESPV4_11281204_13.xlsx,28175
10_2022-12-03,20221207_RESPV4_11281204_13.xlsx,28965
10_2022-12-04,20221207_RESPV4_11281204_13.xlsx,29710
10_2022-12-04,20221207_RESPV4_11281204_13.xlsx,27787
10_2022-12-05,20221214_RESPV4_12051211_11.xlsx,28438
10_2022-12-05,20221214_RESPV4_12051211_11.xlsx,27186
10_2022-12-06,20221214_RESPV4_12051211_11.xlsx,25853
10_2022-12-06,20221214_RESPV4_12051211_11.xlsx,28106
10_2022-12-08,20221214_RESPV4_12051211_11.xlsx,27471
10_2022-12-08,20221214_RESPV4_12051211_11.xlsx,27744
10_2022-12-10,20221214_RESPV4_12051211_11.xlsx,26037
10_2022-12-10,20221214_RESPV4_12051211_11.xlsx,28079
10_2022-12-11,20221214_RESPV4_12051211_11.xlsx,28884
10_2022-12-11,20221214_RESPV4_12051211_11.xlsx,27997
10_2022-12-12,20221221_RESPV4_12121218_11.xlsx,28847
10_2022-12-12,20221221_RESPV4_12121218_11.xlsx,27540
10_2022-12-13,20221221_RESPV4_12121218_11.xlsx,25474
10_2022-12-13,20221221_RESPV4_12121218_11.xlsx,27921
10_2022-12-15,20221221_RESPV4_12121218_11.xlsx,28510
10_2022-12-15,20221221_RESPV4_12121218_11.xlsx,27419
10_2022-12-17,20221221_RESPV4_12121218_11.xlsx,27952
10_2022-12-17,20221221_RESPV4_12121218_11.xlsx,29184
10_2022-12-18,20221221_RESPV4_12121218_11.xlsx,24995
10_2022-12-18,20221221_RESPV4_12121218_11.xlsx,25726
10_2022-12-19,20221229_RESPV4_12191225_09.xlsx,29554
10_2022-12-19,20221229_RESPV4_12191225_09.xlsx,28363
10_2022-12-20,20221229_RESPV4_12191225_09.xlsx,27672
10_2022-12-20,20221229_RESPV4_12191225_09.xlsx,28983
10_2022-12-22,20221229_RESPV4_12191225_09.xlsx,28075
10_2022-12-22,20221229_RESPV4_12191225_09.xlsx,27339
10_2022-12-24,20221229_RESPV4_12191225_09.xlsx,26707
10_2022-12-24,20221229_RESPV4_12191225_09.xlsx,27566
10_2022-12-25,20221229_RESPV4_12191225_09.xlsx,29368
10_2022-12-25,20221229_RESPV4_12191225_09.xlsx,27578
10_2022-12-26,20230110_RESPV4_12260101_13.xlsx,28473
10_2022-12-26,20230110_RESPV4_12260101_13.xlsx,27840
10_2022-12-27,20230110_RESPV4_12260101_13.xlsx,23313
10_2022-12-27,20230110_RESPV4_12260101_13.xlsx,24071
10_2022-12-29,20230110_RESPV4_12260101_13.xlsx,28737
10_2022-12-29,20230110_RESPV4_12260101_13.xlsx,27604
10_2022-12-31,20230110_RESPV4_12260101_13.xlsx,26771
10_2022-12-31,20230110_RESPV4_12260101_13.xlsx,27881
10_2023-01-01,20230110_RESPV4_12260101_13.xlsx,28895
10_2023-01-01,20230110_RESPV4_12260101_13.xlsx,28030
10_2023-01-02,20230111_RESPV4_01020108_11.xlsx,29346
10_2023-01-02,20230111_RESPV4_01020108_11.xlsx,27782
10_2023-01-03,20230111_RESPV4_01020108_11.xlsx,26836
10_2023-01-03,20230111_RESPV4_01020108_11.xlsx,19561
10_2023-01-05,20230111_RESPV4_01020108_11.xlsx,28419
10_2023-01-05,20230111_RESPV4_01020108_11.xlsx,27319
10_2023-01-07,20230111_RESPV4_01020108_11.xlsx,28447
10_2023-01-07,20230111_RESPV4_01020108_11.xlsx,28214
10_2023-01-08,20230111_RESPV4_01020108_11.xlsx,28233
10_2023-01-08,20230111_RESPV4_01020108_11.xlsx,26532
10_2023-01-09,20230118_RESPV4_01090115_11.xlsx,26626
10_2023-01-09,20230118_RESPV4_01090115_11.xlsx,25924
10_2023-01-10,20230118_RESPV4_01090115_11.xlsx,24168
10_2023-01-10,20230118_RESPV4_01090115_11.xlsx,27968
10_2023-01-10,20230120_RESPV4_01090115_10.xlsx,27293
10_2023-01-10,20230120_RESPV4_01090115_10.xlsx,27390
10_2023-01-12,20230118_RESPV4_01090115_11.xlsx,13135
10_2023-01-12,20230118_RESPV4_01090115_11.xlsx,24687
10_2023-01-12,20230120_RESPV4_01090115_10.xlsx,26343
10_2023-01-12,20230120_RESPV4_01090115_10.xlsx,25518
10_2023-01-13,20230120_RESPV4_01090115_10.xlsx,26828
10_2023-01-13,20230120_RESPV4_01090115_10.xlsx,26785
10_2023-01-14,20230118_RESPV4_01090115_11.xlsx,8752
10_2023-01-14,20230118_RESPV4_01090115_11.xlsx,22737
10_2023-01-14,20230120_RESPV4_01090115_10.xlsx,26087
10_2023-01-14,20230120_RESPV4_01090115_10.xlsx,27013
10_2023-01-15,20230118_RESPV4_01090115_11.xlsx,1234
10_2023-01-15,20230118_RESPV4_01090115_11.xlsx,6345
10_2023-01-15,20230120_RESPV4_01090115_10.xlsx,28134
10_2023-01-15,20230120_RESPV4_01090115_10.xlsx,4462
10_2023-01-16,20230125_RESPV4_01160122_13.xlsx,24660
10_2023-01-16,20230125_RESPV4_01160122_13.xlsx,21425
10_2023-01-17,20230125_RESPV4_01160122_13.xlsx,20007
10_2023-01-17,20230125_RESPV4_01160122_13.xlsx,20239
10_2023-01-19,20230125_RESPV4_01160122_13.xlsx,21743
10_2023-01-19,20230125_RESPV4_01160122_13.xlsx,19487
10_2023-01-21,20230125_RESPV4_01160122_13.xlsx,19530
10_2023-01-21,20230125_RESPV4_01160122_13.xlsx,17264
10_2023-01-22,20230125_RESPV4_01160122_13.xlsx,23652
10_2023-01-22,20230125_RESPV4_01160122_13.xlsx,23342
10_2023-01-23,20230201_RESPV4_01230129_12.xlsx,29386
10_2023-01-23,20230201_RESPV4_01230129_12.xlsx,27205
10_2023-01-24,20230201_RESPV4_01230129_12.xlsx,23688
10_2023-01-24,20230201_RESPV4_01230129_12.xlsx,27794
10_2023-01-26,20230201_RESPV4_01230129_12.xlsx,25344
10_2023-01-26,20230201_RESPV4_01230129_12.xlsx,26720
10_2023-01-28,20230201_RESPV4_01230129_12.xlsx,24967
10_2023-01-28,20230201_RESPV4_01230129_12.xlsx,26522
10_2023-01-29,20230201_RESPV4_01230129_12.xlsx,26598
10_2023-01-29,20230201_RESPV4_01230129_12.xlsx,27689
10_2023-01-30,20230208_RESPV4_01300205_11.xlsx,27295
10_2023-01-30,20230208_RESPV4_01300205_11.xlsx,26925
10_2023-01-31,20230208_RESPV4_01300205_11.xlsx,27142
10_2023-01-31,20230208_RESPV4_01300205_11.xlsx,27342
10_2023-02-02,20230208_RESPV4_01300205_11.xlsx,27526
10_2023-02-02,20230208_RESPV4_01300205_11.xlsx,26814
10_2023-02-04,20230208_RESPV4_01300205_11.xlsx,23331
10_2023-02-04,20230208_RESPV4_01300205_11.xlsx,23795
10_2023-02-05,20230208_RESPV4_01300205_11.xlsx,27826
10_2023-02-05,20230208_RESPV4_01300205_11.xlsx,26715
10_2023-02-06,20230215_RESPV4_02060212_10.xlsx,29319
10_2023-02-06,20230215_RESPV4_02060212_10.xlsx,28314
10_2023-02-07,20230215_RESPV4_02060212_10.xlsx,27416
10_2023-02-07,20230215_RESPV4_02060212_10.xlsx,27787
10_2023-02-09,20230215_RESPV4_02060212_10.xlsx,27426
10_2023-02-09,20230215_RESPV4_02060212_10.xlsx,26429
10_2023-02-11,20230215_RESPV4_02060212_10.xlsx,26284
10_2023-02-11,20230215_RESPV4_02060212_10.xlsx,27360
10_2023-02-12,20230215_RESPV4_02060212_10.xlsx,27890
10_2023-02-12,20230215_RESPV4_02060212_10.xlsx,27724
10_2023-02-13,20230222_RESPV4_02130219_12.xlsx,26604
10_2023-02-13,20230222_RESPV4_02130219_12.xlsx,25416
10_2023-02-14,20230222_RESPV4_02130219_12.xlsx,26561
10_2023-02-14,20230222_RESPV4_02130219_12.xlsx,26442
10_2023-02-16,20230222_RESPV4_02130219_12.xlsx,28085
10_2023-02-16,20230222_RESPV4_02130219_12.xlsx,26889
10_2023-02-18,20230222_RESPV4_02130219_12.xlsx,26701
10_2023-02-18,20230222_RESPV4_02130219_12.xlsx,27638
10_2023-02-19,20230222_RESPV4_02130219_12.xlsx,27305
10_2023-02-19,20230222_RESPV4_02130219_12.xlsx,24939
10_2023-02-20,20230301_RESPV4_02200226_10.xlsx,27025
10_2023-02-20,20230301_RESPV4_02200226_10.xlsx,26633
10_2023-02-21,20230301_RESPV4_02200226_10.xlsx,26824
10_2023-02-21,20230301_RESPV4_02200226_10.xlsx,27214
10_2023-02-23,20230301_RESPV4_02200226_10.xlsx,27655
10_2023-02-23,20230301_RESPV4_02200226_10.xlsx,25749
10_2023-02-25,20230301_RESPV4_02200226_10.xlsx,23660
10_2023-02-25,20230301_RESPV4_02200226_10.xlsx,27388
10_2023-02-26,20230301_RESPV4_02200226_10.xlsx,27515
10_2023-02-26,20230301_RESPV4_02200226_10.xlsx,26217
10_2023-02-27,20230308_RESPV4_02270305_10.xlsx,28248
10_2023-02-27,20230308_RESPV4_02270305_10.xlsx,25637
10_2023-02-28,20230308_RESPV4_02270305_10.xlsx,25683
10_2023-02-28,20230308_RESPV4_02270305_10.xlsx,27769
10_2023-03-02,20230308_RESPV4_02270305_10.xlsx,26362
10_2023-03-02,20230308_RESPV4_02270305_10.xlsx,25637
10_2023-03-04,20230308_RESPV4_02270305_10.xlsx,25475
10_2023-03-04,20230308_RESPV4_02270305_10.xlsx,27397
10_2023-03-05,20230308_RESPV4_02270305_10.xlsx,28969
10_2023-03-05,20230308_RESPV4_02270305_10.xlsx,25838
10_2023-03-06,20230315_RESPV4_03060312_10.xlsx,27147
10_2023-03-06,20230315_RESPV4_03060312_10.xlsx,11168
10_2023-03-07,20230315_RESPV4_03060312_10.xlsx,27090
10_2023-03-07,20230315_RESPV4_03060312_10.xlsx,27449
10_2023-03-09,20230315_RESPV4_03060312_10.xlsx,26027
10_2023-03-09,20230315_RESPV4_03060312_10.xlsx,26499
10_2023-03-11,20230315_RESPV4_03060312_10.xlsx,26167
10_2023-03-11,20230315_RESPV4_03060312_10.xlsx,27011
10_2023-03-12,20230315_RESPV4_03060312_10.xlsx,27278
10_2023-03-12,20230315_RESPV4_03060312_10.xlsx,26444
10_2023-03-13,20230322_RESPV4_03130319_10.xlsx,27248
10_2023-03-13,20230322_RESPV4_03130319_10.xlsx,26740
10_2023-03-14,20230322_RESPV4_03130319_10.xlsx,26937
10_2023-03-14,20230322_RESPV4_03130319_10.xlsx,27454
10_2023-03-16,20230322_RESPV4_03130319_10.xlsx,27471
10_2023-03-16,20230322_RESPV4_03130319_10.xlsx,26809
10_2023-03-18,20230322_RESPV4_03130319_10.xlsx,26603
10_2023-03-18,20230322_RESPV4_03130319_10.xlsx,27490
10_2023-03-19,20230322_RESPV4_03130319_10.xlsx,27215
10_2023-03-19,20230322_RESPV4_03130319_10.xlsx,25919
10_2023-03-20,20230330_RESPV4_03200321_9.xlsx,27270
10_2023-03-20,20230330_RESPV4_03200321_9.xlsx,23697
10_2023-03-21,20230330_RESPV4_03200321_9.xlsx,2206
10_2023-03-21,20230330_RESPV4_03200321_9.xlsx,26909
10_2023-03-23,20230403_RESPV4_03230328_10.xlsx,28737
10_2023-03-23,20230403_RESPV4_03230328_10.xlsx,27543
10_2023-03-25,20230403_RESPV4_03230328_10.xlsx,15896
10_2023-03-25,20230403_RESPV4_03230328_10.xlsx,27888
10_2023-03-26,20230403_RESPV4_03230328_10.xlsx,28385
10_2023-03-26,20230403_RESPV4_03230328_10.xlsx,27582
10_2023-03-27,20230403_RESPV4_03230328_10.xlsx,26961
10_2023-03-27,20230403_RESPV4_03230328_10.xlsx,27650
10_2023-03-28,20230403_RESPV4_03230328_10.xlsx,28220
10_2023-03-28,20230403_RESPV4_03230328_10.xlsx,26712
10_2023-03-30,20230411_RESPV4_03300404_09.xlsx,27453
10_2023-03-30,20230411_RESPV4_03300404_09.xlsx,27482
10_2023-04-01,20230411_RESPV4_03300404_09.xlsx,27642
10_2023-04-01,20230411_RESPV4_03300404_09.xlsx,27728
10_2023-04-01,20230508_RESPV4_04270502_10.xlsx,27221
10_2023-04-01,20230508_RESPV4_04270502_10.xlsx,27675
10_2023-04-02,20230411_RESPV4_03300404_09.xlsx,27672
10_2023-04-02,20230411_RESPV4_03300404_09.xlsx,27030
10_2023-04-02,20230508_RESPV4_04270502_10.xlsx,28641
10_2023-04-02,20230508_RESPV4_04270502_10.xlsx,26613
10_2023-04-03,20230411_RESPV4_03300404_09.xlsx,26579
10_2023-04-03,20230411_RESPV4_03300404_09.xlsx,27456
10_2023-04-04,20230411_RESPV4_03300404_09.xlsx,27549
10_2023-04-04,20230411_RESPV4_03300404_09.xlsx,26917
10_2023-04-06,20230417_RESPV4_04060411_08.xlsx,28320
10_2023-04-06,20230417_RESPV4_04060411_08.xlsx,27626
10_2023-04-08,20230417_RESPV4_04060411_08.xlsx,27728
10_2023-04-08,20230417_RESPV4_04060411_08.xlsx,28181
10_2023-04-09,20230417_RESPV4_04060411_08.xlsx,27407
10_2023-04-09,20230417_RESPV4_04060411_08.xlsx,26855
10_2023-04-10,20230417_RESPV4_04060411_08.xlsx,26565
10_2023-04-10,20230417_RESPV4_04060411_08.xlsx,25053
10_2023-04-11,20230417_RESPV4_04060411_08.xlsx,28589
10_2023-04-11,20230417_RESPV4_04060411_08.xlsx,26844
10_2023-04-13,20230424_RESPV4_04130418_10.xlsx,28531
10_2023-04-13,20230424_RESPV4_04130418_10.xlsx,27406
10_2023-04-15,20230424_RESPV4_04130418_10.xlsx,26791
10_2023-04-15,20230424_RESPV4_04130418_10.xlsx,27199
10_2023-04-16,20230424_RESPV4_04130418_10.xlsx,27882
10_2023-04-16,20230424_RESPV4_04130418_10.xlsx,27213
10_2023-04-17,20230424_RESPV4_04130418_10.xlsx,25977
10_2023-04-17,20230424_RESPV4_04130418_10.xlsx,27752
10_2023-04-18,20230424_RESPV4_04130418_10.xlsx,28486
10_2023-04-18,20230424_RESPV4_04130418_10.xlsx,27400
10_2023-04-20,20230502_RESPV4_04200425_09.xlsx,26997
10_2023-04-20,20230502_RESPV4_04200425_09.xlsx,26916
10_2023-04-22,20230502_RESPV4_04200425_09.xlsx,27508
10_2023-04-22,20230502_RESPV4_04200425_09.xlsx,27424
10_2023-04-23,20230502_RESPV4_04200425_09.xlsx,27942
10_2023-04-23,20230502_RESPV4_04200425_09.xlsx,26753
10_2023-04-24,20230502_RESPV4_04200425_09.xlsx,18699
10_2023-04-24,20230502_RESPV4_04200425_09.xlsx,27878
10_2023-04-25,20230502_RESPV4_04200425_09.xlsx,25045
10_2023-04-25,20230502_RESPV4_04200425_09.xlsx,27165
10_2023-04-27,20230508_RESPV4_04270502_10.xlsx,28846
10_2023-04-27,20230508_RESPV4_04270502_10.xlsx,28123
10_2023-04-29,20230508_RESPV4_04270502_10.xlsx,26452
10_2023-04-29,20230508_RESPV4_04270502_10.xlsx,27797
10_2023-04-30,20230508_RESPV4_04270502_10.xlsx,28505
10_2023-04-30,20230508_RESPV4_04270502_10.xlsx,27571
10_2023-05-04,20230515_RESPV4_05040509_10.xlsx,28647
10_2023-05-04,20230515_RESPV4_05040509_10.xlsx,27703
10_2023-05-06,20230515_RESPV4_05040509_10.xlsx,24911
10_2023-05-06,20230515_RESPV4_05040509_10.xlsx,27369
10_2023-05-07,20230515_RESPV4_05040509_10.xlsx,27406
10_2023-05-07,20230515_RESPV4_05040509_10.xlsx,26784
10_2023-05-08,20230515_RESPV4_05040509_10.xlsx,21696
10_2023-05-08,20230515_RESPV4_05040509_10.xlsx,24748
10_2023-05-09,20230515_RESPV4_05040509_10.xlsx,26424
10_2023-05-09,20230515_RESPV4_05040509_10.xlsx,25779
10_2023-05-11,20230522_RESPV4_05110516_12.xlsx,28585
10_2023-05-11,20230522_RESPV4_05110516_12.xlsx,28102
10_2023-05-13,20230522_RESPV4_05110516_12.xlsx,27798
10_2023-05-13,20230522_RESPV4_05110516_12.xlsx,28158
10_2023-05-14,20230522_RESPV4_05110516_12.xlsx,28718
10_2023-05-14,20230522_RESPV4_05110516_12.xlsx,27545
10_2023-05-15,20230522_RESPV4_05110516_12.xlsx,27267
10_2023-05-15,20230522_RESPV4_05110516_12.xlsx,27797
10_2023-05-16,20230522_RESPV4_05110516_12.xlsx,28747
10_2023-05-16,20230522_RESPV4_05110516_12.xlsx,27079
10_2023-05-18,20230530_RESPV4_05180523_10.xlsx,28628
10_2023-05-18,20230530_RESPV4_05180523_10.xlsx,27822
10_2023-05-20,20230530_RESPV4_05180523_10.xlsx,27445
10_2023-05-20,20230530_RESPV4_05180523_10.xlsx,28120
10_2023-05-21,20230530_RESPV4_05180523_10.xlsx,28686
10_2023-05-21,20230530_RESPV4_05180523_10.xlsx,27493
10_2023-05-22,20230530_RESPV4_05180523_10.xlsx,25629
10_2023-05-22,20230530_RESPV4_05180523_10.xlsx,27862
10_2023-05-23,20230530_RESPV4_05180523_10.xlsx,28789
10_2023-05-23,20230530_RESPV4_05180523_10.xlsx,27274
10_2023-05-25,20230605_RESPV4_05250530_10.xlsx,28621
10_2023-05-25,20230605_RESPV4_05250530_10.xlsx,27993
10_2023-05-27,20230605_RESPV4_05250530_10.xlsx,27694
10_2023-05-27,20230605_RESPV4_05250530_10.xlsx,28038
10_2023-05-28,20230605_RESPV4_05250530_10.xlsx,28408
10_2023-05-28,20230605_RESPV4_05250530_10.xlsx,26962
10_2023-05-29,20230605_RESPV4_05250530_10.xlsx,27022
10_2023-05-29,20230605_RESPV4_05250530_10.xlsx,27790
10_2023-05-30,20230605_RESPV4_05250530_10.xlsx,26925
10_2023-05-30,20230605_RESPV4_05250530_10.xlsx,25653
10_2023-06-01,20230612_RESPV4_06010606_10.xlsx,29134
10_2023-06-01,20230612_RESPV4_06010606_10.xlsx,27429
10_2023-06-03,20230612_RESPV4_06010606_10.xlsx,27498
10_2023-06-03,20230612_RESPV4_06010606_10.xlsx,27566
10_2023-06-04,20230612_RESPV4_06010606_10.xlsx,28875
10_2023-06-04,20230612_RESPV4_06010606_10.xlsx,27605
10_2023-06-05,20230612_RESPV4_06010606_10.xlsx,27493
10_2023-06-05,20230612_RESPV4_06010606_10.xlsx,27977
10_2023-06-06,20230612_RESPV4_06010606_10.xlsx,29041
10_2023-06-06,20230612_RESPV4_06010606_10.xlsx,27915
10_2023-06-08,20230619_RESPV4_06080613_10.xlsx,27412
10_2023-06-08,20230619_RESPV4_06080613_10.xlsx,27617
10_2023-06-10,20230619_RESPV4_06080613_10.xlsx,27328
