wastewater_treatment_plant.name,collection_date,target,loq,lod,gc_per_lww
ARA Zuchwil,2023-12-01,IAV-M,32880,6000,-0
ARA Zuchwil,2023-12-01,IAV-M,32880,6000,-0
ARA Zuchwil,2023-12-01,IBV-M,32880,6000,5328.4907
ARA Zuchwil,2023-12-01,IBV-M,32880,6000,2598.0837
ARA Zuchwil,2023-12-01,RSV-N,32880,6000,-0
ARA Zuchwil,2023-12-01,RSV-N,32880,6000,-0
ARA Zuchwil,2023-12-01,SARS-N1,32880,6000,101411.9
ARA Zuchwil,2023-12-01,SARS-N1,32880,6000,109332.36
ARA Zuchwil,2023-12-01,SARS-N2,32880,6000,133359.84
ARA Zuchwil,2023-12-01,SARS-N2,32880,6000,122236.34
ARA Chur,2023-12-01,IAV-M,54800,10000,-0
ARA Chur,2023-12-01,IAV-M,54800,10000,9920.617
ARA Chur,2023-12-01,IBV-M,54800,10000,18487.053
ARA Chur,2023-12-01,IBV-M,54800,10000,4960.1807
ARA Chur,2023-12-01,RSV-N,54800,10000,-0
ARA Chur,2023-12-01,RSV-N,54800,10000,-0
ARA Chur,2023-12-01,SARS-N1,54800,10000,846920.9
ARA Chur,2023-12-01,SARS-N1,54800,10000,823019.6
ARA Chur,2023-12-01,SARS-N2,54800,10000,1028320.8
ARA Chur,2023-12-01,SARS-N2,54800,10000,937032.25
STEP Vidy,2023-12-01,IAV-M,32880,6000,7465.737
STEP Vidy,2023-12-01,IAV-M,32880,6000,-0
STEP Vidy,2023-12-01,IBV-M,32880,6000,9954.53
STEP Vidy,2023-12-01,IBV-M,32880,6000,12983.417
STEP Vidy,2023-12-01,RSV-N,32880,6000,5193.0166
STEP Vidy,2023-12-01,RSV-N,32880,6000,7465.737
STEP Vidy,2023-12-01,SARS-N1,32880,6000,210691.23
STEP Vidy,2023-12-01,SARS-N1,32880,6000,199417.06
STEP Vidy,2023-12-01,SARS-N2,32880,6000,236884.45
STEP Vidy,2023-12-01,SARS-N2,32880,6000,268048.9
STEP Neuchatel,2023-12-01,IAV-M,32880,6000,-0
STEP Neuchatel,2023-12-01,IAV-M,32880,6000,-0
STEP Neuchatel,2023-12-01,IBV-M,32880,6000,21704.402
STEP Neuchatel,2023-12-01,IBV-M,32880,6000,3205.1606
STEP Neuchatel,2023-12-01,RSV-N,32880,6000,-0
STEP Neuchatel,2023-12-01,RSV-N,32880,6000,-0
STEP Neuchatel,2023-12-01,SARS-N1,32880,6000,74449.04
STEP Neuchatel,2023-12-01,SARS-N1,32880,6000,96232.21
STEP Neuchatel,2023-12-01,SARS-N2,32880,6000,134770
STEP Neuchatel,2023-12-01,SARS-N2,32880,6000,86866.55
STEP Aire,2023-12-01,IAV-M,54800,10000,4147.81
STEP Aire,2023-12-01,IAV-M,54800,10000,4377.3594
STEP Aire,2023-12-01,IBV-M,54800,10000,-0
STEP Aire,2023-12-01,IBV-M,54800,10000,4147.81
STEP Aire,2023-12-01,RSV-N,54800,10000,16592.312
STEP Aire,2023-12-01,RSV-N,54800,10000,8754.918
STEP Aire,2023-12-01,SARS-N1,54800,10000,286618.7
STEP Aire,2023-12-01,SARS-N1,54800,10000,1776073.5
STEP Aire,2023-12-01,SARS-N1,54800,10000,368393.3
STEP Aire,2023-12-01,SARS-N2,54800,10000,434326.3
STEP Aire,2023-12-01,SARS-N2,54800,10000,319905.06
STEP Porrentruy,2023-12-01,IAV-M,32880,6000,-0
STEP Porrentruy,2023-12-01,IAV-M,32880,6000,2674.5388
STEP Porrentruy,2023-12-01,IBV-M,32880,6000,2674.5388
STEP Porrentruy,2023-12-01,IBV-M,32880,6000,-0
STEP Porrentruy,2023-12-01,RSV-N,32880,6000,-0
STEP Porrentruy,2023-12-01,RSV-N,32880,6000,-0
STEP Porrentruy,2023-12-01,SARS-N1,32880,6000,13220.38
STEP Porrentruy,2023-12-01,SARS-N1,32880,6000,16049.089
STEP Porrentruy,2023-12-01,SARS-N2,32880,6000,10576.0625
STEP Porrentruy,2023-12-01,SARS-N2,32880,6000,13373.932
ARA Werdhoelzli,2023-12-02,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-12-02,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-12-02,IBV-M,32880,6000,6023.077
ARA Werdhoelzli,2023-12-02,IBV-M,32880,6000,2828.4426
ARA Werdhoelzli,2023-12-02,RSV-N,32880,6000,9034.851
ARA Werdhoelzli,2023-12-02,RSV-N,32880,6000,8485.743
ARA Werdhoelzli,2023-12-02,SARS-N1,32880,6000,337560.16
ARA Werdhoelzli,2023-12-02,SARS-N1,32880,6000,417071.7
ARA Werdhoelzli,2023-12-02,SARS-N2,32880,6000,444376.84
ARA Werdhoelzli,2023-12-02,SARS-N2,32880,6000,437218.9
ARA Sensetal,2023-12-02,IAV-M,32880,6000,-0
ARA Sensetal,2023-12-02,IAV-M,32880,6000,-0
ARA Sensetal,2023-12-02,IBV-M,32880,6000,3120.3794
ARA Sensetal,2023-12-02,IBV-M,32880,6000,8164.14
ARA Sensetal,2023-12-02,RSV-N,32880,6000,-0
ARA Sensetal,2023-12-02,RSV-N,32880,6000,-0
ARA Sensetal,2023-12-02,SARS-N1,32880,6000,171689.55
ARA Sensetal,2023-12-02,SARS-N1,32880,6000,175001.17
ARA Sensetal,2023-12-02,SARS-N2,32880,6000,215374.58
ARA Sensetal,2023-12-02,SARS-N2,32880,6000,203175.84
ARA Buholz,2023-12-02,IAV-M,32880,6000,-0
ARA Buholz,2023-12-02,IAV-M,32880,6000,5027.919
ARA Buholz,2023-12-02,IBV-M,32880,6000,2637.3206
ARA Buholz,2023-12-02,IBV-M,32880,6000,5027.919
ARA Buholz,2023-12-02,RSV-N,32880,6000,2637.3206
ARA Buholz,2023-12-02,RSV-N,32880,6000,-0
ARA Buholz,2023-12-02,SARS-N1,32880,6000,261680.17
ARA Buholz,2023-12-02,SARS-N1,32880,6000,292344.66
ARA Buholz,2023-12-02,SARS-N2,32880,6000,304083.38
ARA Buholz,2023-12-02,SARS-N2,32880,6000,365662.44
ARA Zuchwil,2023-12-02,IAV-M,32880,6000,-0
ARA Zuchwil,2023-12-02,IAV-M,32880,6000,-0
ARA Zuchwil,2023-12-02,IBV-M,32880,6000,4608.9756
ARA Zuchwil,2023-12-02,IBV-M,32880,6000,2782.29
ARA Zuchwil,2023-12-02,RSV-N,32880,6000,-0
ARA Zuchwil,2023-12-02,RSV-N,32880,6000,-0
ARA Zuchwil,2023-12-02,SARS-N1,32880,6000,139278.81
ARA Zuchwil,2023-12-02,SARS-N1,32880,6000,119952.96
ARA Zuchwil,2023-12-02,SARS-N2,32880,6000,175546.36
ARA Zuchwil,2023-12-02,SARS-N2,32880,6000,131500.05
ARA Basel/Prorheno,2023-12-02,IAV-M,54800,10000,11138.543
ARA Basel/Prorheno,2023-12-02,IAV-M,54800,10000,3762.8792
ARA Basel/Prorheno,2023-12-02,IBV-M,54800,10000,15052.399
ARA Basel/Prorheno,2023-12-02,IBV-M,54800,10000,33419.492
ARA Basel/Prorheno,2023-12-02,RSV-N,54800,10000,-0
ARA Basel/Prorheno,2023-12-02,RSV-N,54800,10000,7425.5527
ARA Basel/Prorheno,2023-12-02,SARS-N1,54800,10000,880747.44
ARA Basel/Prorheno,2023-12-02,SARS-N1,54800,10000,764112.06
ARA Basel/Prorheno,2023-12-02,SARS-N2,54800,10000,979529.56
ARA Basel/Prorheno,2023-12-02,SARS-N2,54800,10000,805285
ARA Altenrhein,2023-12-02,IAV-M,32880,6000,-0
ARA Altenrhein,2023-12-02,IAV-M,32880,6000,-0
ARA Altenrhein,2023-12-02,IBV-M,32880,6000,2836.2146
ARA Altenrhein,2023-12-02,IBV-M,32880,6000,3402.1052
ARA Altenrhein,2023-12-02,RSV-N,32880,6000,2836.2146
ARA Altenrhein,2023-12-02,RSV-N,32880,6000,-0
ARA Altenrhein,2023-12-02,SARS-N1,32880,6000,409689.03
ARA Altenrhein,2023-12-02,SARS-N1,32880,6000,332785.06
ARA Altenrhein,2023-12-02,SARS-N2,32880,6000,461104.94
ARA Altenrhein,2023-12-02,SARS-N2,32880,6000,364171.3
ARA Chur,2023-12-02,IAV-M,54800,10000,-0
ARA Chur,2023-12-02,IAV-M,54800,10000,-0
ARA Chur,2023-12-02,IBV-M,54800,10000,11024.044
ARA Chur,2023-12-02,IBV-M,54800,10000,4891.4277
ARA Chur,2023-12-02,RSV-N,54800,10000,4891.4277
ARA Chur,2023-12-02,RSV-N,54800,10000,5511.864
ARA Chur,2023-12-02,SARS-N1,54800,10000,1343152.6
ARA Chur,2023-12-02,SARS-N1,54800,10000,1215791.4
ARA Chur,2023-12-02,SARS-N2,54800,10000,1513456.1
ARA Chur,2023-12-02,SARS-N2,54800,10000,1505372.8
CDA Lugano,2023-12-02,IAV-M,54800,10000,-0
CDA Lugano,2023-12-02,IAV-M,54800,10000,8879.181
CDA Lugano,2023-12-02,IBV-M,54800,10000,-0
CDA Lugano,2023-12-02,IBV-M,54800,10000,4458.3896
CDA Lugano,2023-12-02,RSV-N,54800,10000,-0
CDA Lugano,2023-12-02,RSV-N,54800,10000,4439.4883
CDA Lugano,2023-12-02,SARS-N1,54800,10000,855318.4
CDA Lugano,2023-12-02,SARS-N1,54800,10000,842719.06
CDA Lugano,2023-12-02,SARS-N2,54800,10000,1017534.75
CDA Lugano,2023-12-02,SARS-N2,54800,10000,972338.56
STEP Vidy,2023-12-02,IAV-M,32880,6000,4999.003
STEP Vidy,2023-12-02,IAV-M,32880,6000,2381.4387
STEP Vidy,2023-12-02,IBV-M,32880,6000,7498.6665
STEP Vidy,2023-12-02,IBV-M,32880,6000,-0
STEP Vidy,2023-12-02,RSV-N,32880,6000,4999.003
STEP Vidy,2023-12-02,RSV-N,32880,6000,4762.9756
STEP Vidy,2023-12-02,SARS-N1,32880,6000,145146.89
STEP Vidy,2023-12-02,SARS-N1,32880,6000,154997.95
STEP Vidy,2023-12-02,SARS-N2,32880,6000,157676.64
STEP Vidy,2023-12-02,SARS-N2,32880,6000,190825.81
STEP Neuchatel,2023-12-02,IAV-M,32880,6000,-0
STEP Neuchatel,2023-12-02,IBV-M,32880,6000,10749.634
STEP Neuchatel,2023-12-02,RSV-N,32880,6000,8062.038
STEP Neuchatel,2023-12-02,SARS-N1,32880,6000,296345.78
STEP Neuchatel,2023-12-02,SARS-N2,32880,6000,315255.7
ARA Werdhoelzli,2023-12-03,IAV-M,32880,6000,8477.446
ARA Werdhoelzli,2023-12-03,IAV-M,32880,6000,5400.427
ARA Werdhoelzli,2023-12-03,IBV-M,32880,6000,2700.1504
ARA Werdhoelzli,2023-12-03,IBV-M,32880,6000,5651.493
ARA Werdhoelzli,2023-12-03,RSV-N,32880,6000,29708.594
ARA Werdhoelzli,2023-12-03,RSV-N,32880,6000,36744.582
ARA Werdhoelzli,2023-12-03,SARS-N1,32880,6000,709053.9
ARA Werdhoelzli,2023-12-03,SARS-N1,32880,6000,822423.8
ARA Werdhoelzli,2023-12-03,SARS-N2,32880,6000,1115507.6
ARA Werdhoelzli,2023-12-03,SARS-N2,32880,6000,1035248.7
ARA Region Bern,2023-12-03,IAV-M,32880,6000,7254.9067
ARA Region Bern,2023-12-03,IAV-M,32880,6000,-0
ARA Region Bern,2023-12-03,IBV-M,32880,6000,4967.6406
ARA Region Bern,2023-12-03,IBV-M,32880,6000,7254.9067
ARA Region Bern,2023-12-03,RSV-N,32880,6000,-0
ARA Region Bern,2023-12-03,RSV-N,32880,6000,9935.709
ARA Region Bern,2023-12-03,SARS-N1,32880,6000,516428.84
ARA Region Bern,2023-12-03,SARS-N1,32880,6000,607721.1
ARA Region Bern,2023-12-03,SARS-N2,32880,6000,569078.9
ARA Region Bern,2023-12-03,SARS-N2,32880,6000,663953.75
ARA Sensetal,2023-12-03,IAV-M,32880,6000,-0
ARA Sensetal,2023-12-03,IAV-M,32880,6000,4673.82
ARA Sensetal,2023-12-03,IBV-M,32880,6000,4673.82
ARA Sensetal,2023-12-03,IBV-M,32880,6000,2241.3567
ARA Sensetal,2023-12-03,RSV-N,32880,6000,2241.3567
ARA Sensetal,2023-12-03,RSV-N,32880,6000,2336.8628
ARA Sensetal,2023-12-03,SARS-N1,32880,6000,332669.8
ARA Sensetal,2023-12-03,SARS-N1,32880,6000,356291.78
ARA Sensetal,2023-12-03,SARS-N2,32880,6000,382161.47
ARA Sensetal,2023-12-03,SARS-N2,32880,6000,380028.44
ARA Buholz,2023-12-03,IAV-M,32880,6000,-0
ARA Buholz,2023-12-03,IAV-M,32880,6000,5624.273
ARA Buholz,2023-12-03,IBV-M,32880,6000,8072.1704
ARA Buholz,2023-12-03,IBV-M,32880,6000,8436.615
ARA Buholz,2023-12-03,RSV-N,32880,6000,2690.5984
ARA Buholz,2023-12-03,RSV-N,32880,6000,5624.273
ARA Buholz,2023-12-03,SARS-N1,32880,6000,755722.7
ARA Buholz,2023-12-03,SARS-N1,32880,6000,605843.9
ARA Buholz,2023-12-03,SARS-N2,32880,6000,886925.7
ARA Buholz,2023-12-03,SARS-N2,32880,6000,728323.4
ARA Schwyz,2023-12-03,IAV-M,32880,6000,-0
ARA Schwyz,2023-12-03,IAV-M,32880,6000,-0
ARA Schwyz,2023-12-03,IBV-M,32880,6000,-0
ARA Schwyz,2023-12-03,IBV-M,32880,6000,-0
ARA Schwyz,2023-12-03,RSV-N,32880,6000,3305.2273
ARA Schwyz,2023-12-03,RSV-N,32880,6000,2898.652
ARA Schwyz,2023-12-03,SARS-N1,32880,6000,322641.06
ARA Schwyz,2023-12-03,SARS-N1,32880,6000,404639.2
ARA Schwyz,2023-12-03,SARS-N2,32880,6000,437932.28
ARA Schwyz,2023-12-03,SARS-N2,32880,6000,369296.75
ARA Zuchwil,2023-12-03,IAV-M,32880,6000,2469.2314
ARA Zuchwil,2023-12-03,IAV-M,32880,6000,4932.247
ARA Zuchwil,2023-12-03,IBV-M,32880,6000,7398.5283
ARA Zuchwil,2023-12-03,IBV-M,32880,6000,4938.5684
ARA Zuchwil,2023-12-03,RSV-N,32880,6000,2466.0708
ARA Zuchwil,2023-12-03,RSV-N,32880,6000,7408.0103
ARA Zuchwil,2023-12-03,SARS-N1,32880,6000,155568.31
ARA Zuchwil,2023-12-03,SARS-N1,32880,6000,175578.06
ARA Zuchwil,2023-12-03,SARS-N2,32880,6000,190440.11
ARA Zuchwil,2023-12-03,SARS-N2,32880,6000,187721.89
ARA Basel/Prorheno,2023-12-03,IAV-M,54800,10000,11667.334
ARA Basel/Prorheno,2023-12-03,IAV-M,54800,10000,7443.337
ARA Basel/Prorheno,2023-12-03,IBV-M,54800,10000,19446.34
ARA Basel/Prorheno,2023-12-03,IBV-M,54800,10000,22331.736
ARA Basel/Prorheno,2023-12-03,RSV-N,54800,10000,3888.954
ARA Basel/Prorheno,2023-12-03,RSV-N,54800,10000,3721.5967
ARA Basel/Prorheno,2023-12-03,SARS-N1,54800,10000,777203.75
ARA Basel/Prorheno,2023-12-03,SARS-N1,54800,10000,918248
ARA Basel/Prorheno,2023-12-03,SARS-N2,54800,10000,930027.1
ARA Basel/Prorheno,2023-12-03,SARS-N2,54800,10000,882307.8
ARA Altenrhein,2023-12-03,IAV-M,32880,6000,-0
ARA Altenrhein,2023-12-03,IAV-M,32880,6000,2485.4758
ARA Altenrhein,2023-12-03,IBV-M,32880,6000,4626.128
ARA Altenrhein,2023-12-03,IBV-M,32880,6000,4971.0586
ARA Altenrhein,2023-12-03,RSV-N,32880,6000,4626.128
ARA Altenrhein,2023-12-03,RSV-N,32880,6000,7456.748
ARA Altenrhein,2023-12-03,SARS-N1,32880,6000,684045.2
ARA Altenrhein,2023-12-03,SARS-N1,32880,6000,690079.5
ARA Altenrhein,2023-12-03,SARS-N2,32880,6000,726189.6
ARA Altenrhein,2023-12-03,SARS-N2,32880,6000,815980.06
ARA Chur,2023-12-03,IAV-M,54800,10000,5018.054
ARA Chur,2023-12-03,IAV-M,54800,10000,9519.205
ARA Chur,2023-12-03,IBV-M,54800,10000,9519.205
ARA Chur,2023-12-03,IBV-M,54800,10000,5018.054
ARA Chur,2023-12-03,RSV-N,54800,10000,-0
ARA Chur,2023-12-03,RSV-N,54800,10000,50192.31
ARA Chur,2023-12-03,SARS-N1,54800,10000,1711165.4
ARA Chur,2023-12-03,SARS-N1,54800,10000,1694878.6
ARA Chur,2023-12-03,SARS-N2,54800,10000,2059126.6
ARA Chur,2023-12-03,SARS-N2,54800,10000,2185352.8
CDA Lugano,2023-12-03,IAV-M,54800,10000,8191.4053
CDA Lugano,2023-12-03,IAV-M,54800,10000,18247.773
CDA Lugano,2023-12-03,IBV-M,54800,10000,-0
CDA Lugano,2023-12-03,IBV-M,54800,10000,-0
CDA Lugano,2023-12-03,RSV-N,54800,10000,4095.6155
CDA Lugano,2023-12-03,RSV-N,54800,10000,13685.505
CDA Lugano,2023-12-03,SARS-N1,54800,10000,1304258
CDA Lugano,2023-12-03,SARS-N1,54800,10000,1448363.5
CDA Lugano,2023-12-03,SARS-N2,54800,10000,1639801.6
CDA Lugano,2023-12-03,SARS-N2,54800,10000,1614544.1
STEP Vidy,2023-12-03,IAV-M,32880,6000,4989.079
STEP Vidy,2023-12-03,IAV-M,32880,6000,2823.7449
STEP Vidy,2023-12-03,IBV-M,32880,6000,4989.079
STEP Vidy,2023-12-03,IBV-M,32880,6000,16944.54
STEP Vidy,2023-12-03,RSV-N,32880,6000,8471.648
STEP Vidy,2023-12-03,RSV-N,32880,6000,4989.079
STEP Vidy,2023-12-03,SARS-N1,32880,6000,288734.88
STEP Vidy,2023-12-03,SARS-N1,32880,6000,267522.3
STEP Vidy,2023-12-03,SARS-N2,32880,6000,319959.28
STEP Vidy,2023-12-03,SARS-N2,32880,6000,325189.12
STEP Neuchatel,2023-12-03,IAV-M,32880,6000,8013.9756
STEP Neuchatel,2023-12-03,IBV-M,32880,6000,2671.2017
STEP Neuchatel,2023-12-03,RSV-N,32880,6000,10685.548
STEP Neuchatel,2023-12-03,SARS-N1,32880,6000,731154.8
STEP Neuchatel,2023-12-03,SARS-N2,32880,6000,861147.6
STEP Aire,2023-12-03,IAV-M,54800,10000,17974.555
STEP Aire,2023-12-03,IAV-M,54800,10000,-0
STEP Aire,2023-12-03,IBV-M,54800,10000,5109.338
STEP Aire,2023-12-03,IBV-M,54800,10000,17974.555
STEP Aire,2023-12-03,RSV-N,54800,10000,26963.088
STEP Aire,2023-12-03,RSV-N,54800,10000,45993.797
STEP Aire,2023-12-03,SARS-N1,54800,10000,913757.7
STEP Aire,2023-12-03,SARS-N1,54800,10000,1034481.5
STEP Aire,2023-12-03,SARS-N2,54800,10000,1198122.6
STEP Aire,2023-12-03,SARS-N2,54800,10000,991157.1
STEP Porrentruy,2023-12-03,IAV-M,32880,6000,12282.931
STEP Porrentruy,2023-12-03,IAV-M,32880,6000,2502.369
STEP Porrentruy,2023-12-03,IBV-M,32880,6000,7507.4316
STEP Porrentruy,2023-12-03,IBV-M,32880,6000,6141.1387
STEP Porrentruy,2023-12-03,RSV-N,32880,6000,3070.4878
STEP Porrentruy,2023-12-03,RSV-N,32880,6000,-0
STEP Porrentruy,2023-12-03,SARS-N1,32880,6000,95261.05
STEP Porrentruy,2023-12-03,SARS-N1,32880,6000,62591.742
STEP Porrentruy,2023-12-03,SARS-N2,32880,6000,60086.773
STEP Porrentruy,2023-12-03,SARS-N2,32880,6000,119870.055
ARA Region Bern,2023-12-04,IAV-M,32880,6000,7010.305
ARA Region Bern,2023-12-04,IAV-M,32880,6000,5027.0444
ARA Region Bern,2023-12-04,IBV-M,32880,6000,2336.6738
ARA Region Bern,2023-12-04,IBV-M,32880,6000,7540.7305
ARA Region Bern,2023-12-04,RSV-N,32880,6000,9347.263
ARA Region Bern,2023-12-04,RSV-N,32880,6000,5027.0444
ARA Region Bern,2023-12-04,SARS-N1,32880,6000,904301.5
ARA Region Bern,2023-12-04,SARS-N1,32880,6000,1080754.6
ARA Region Bern,2023-12-04,SARS-N2,32880,6000,1008828.6
ARA Region Bern,2023-12-04,SARS-N2,32880,6000,1193542
ARA Sensetal,2023-12-04,IAV-M,32880,6000,-0
ARA Sensetal,2023-12-04,IAV-M,32880,6000,2293.379
ARA Sensetal,2023-12-04,IBV-M,32880,6000,14420.225
ARA Sensetal,2023-12-04,IBV-M,32880,6000,4586.8486
ARA Sensetal,2023-12-04,RSV-N,32880,6000,13761.639
ARA Sensetal,2023-12-04,RSV-N,32880,6000,7209.6626
ARA Sensetal,2023-12-04,SARS-N1,32880,6000,477777.16
ARA Sensetal,2023-12-04,SARS-N1,32880,6000,476680.12
ARA Sensetal,2023-12-04,SARS-N2,32880,6000,574779.2
ARA Sensetal,2023-12-04,SARS-N2,32880,6000,548406.7
ARA Buholz,2023-12-04,IAV-M,32880,6000,-0
ARA Buholz,2023-12-04,IAV-M,32880,6000,5753.02
ARA Buholz,2023-12-04,IBV-M,32880,6000,5280.5435
ARA Buholz,2023-12-04,IBV-M,32880,6000,2876.4385
ARA Buholz,2023-12-04,RSV-N,32880,6000,10561.569
ARA Buholz,2023-12-04,RSV-N,32880,6000,8629.745
ARA Buholz,2023-12-04,SARS-N1,32880,6000,786815.5
ARA Buholz,2023-12-04,SARS-N1,32880,6000,773137.44
ARA Buholz,2023-12-04,SARS-N2,32880,6000,966408.7
ARA Buholz,2023-12-04,SARS-N2,32880,6000,974629.9
ARA Schwyz,2023-12-04,IAV-M,32880,6000,-0
ARA Schwyz,2023-12-04,IBV-M,32880,6000,3573.7407
ARA Schwyz,2023-12-04,RSV-N,32880,6000,3573.7407
ARA Schwyz,2023-12-04,SARS-N1,32880,6000,722800
ARA Schwyz,2023-12-04,SARS-N2,32880,6000,777104.5
ARA Basel/Prorheno,2023-12-04,IAV-M,54800,10000,22339.506
ARA Basel/Prorheno,2023-12-04,IAV-M,54800,10000,15366.315
ARA Basel/Prorheno,2023-12-04,IBV-M,54800,10000,23050.393
ARA Basel/Prorheno,2023-12-04,IBV-M,54800,10000,37235.387
ARA Basel/Prorheno,2023-12-04,RSV-N,54800,10000,19208.277
ARA Basel/Prorheno,2023-12-04,RSV-N,54800,10000,33511.2
ARA Basel/Prorheno,2023-12-04,SARS-N1,54800,10000,1416265
ARA Basel/Prorheno,2023-12-04,SARS-N1,54800,10000,1274147.2
ARA Basel/Prorheno,2023-12-04,SARS-N2,54800,10000,1534794
ARA Basel/Prorheno,2023-12-04,SARS-N2,54800,10000,1576222.4
ARA Altenrhein,2023-12-04,IAV-M,32880,6000,2653.7874
ARA Altenrhein,2023-12-04,IAV-M,32880,6000,-0
ARA Altenrhein,2023-12-04,IBV-M,32880,6000,7098.402
ARA Altenrhein,2023-12-04,IBV-M,32880,6000,7961.728
ARA Altenrhein,2023-12-04,RSV-N,32880,6000,7098.402
ARA Altenrhein,2023-12-04,RSV-N,32880,6000,7961.728
ARA Altenrhein,2023-12-04,SARS-N1,32880,6000,685452.9
ARA Altenrhein,2023-12-04,SARS-N1,32880,6000,720983.9
ARA Altenrhein,2023-12-04,SARS-N2,32880,6000,939044.44
ARA Altenrhein,2023-12-04,SARS-N2,32880,6000,788495.8
CDA Lugano,2023-12-04,IAV-M,54800,10000,25607.35
CDA Lugano,2023-12-04,IAV-M,54800,10000,22277.514
CDA Lugano,2023-12-04,IBV-M,54800,10000,-0
CDA Lugano,2023-12-04,IBV-M,54800,10000,-0
CDA Lugano,2023-12-04,RSV-N,54800,10000,13365.892
CDA Lugano,2023-12-04,RSV-N,54800,10000,25607.35
CDA Lugano,2023-12-04,SARS-N1,54800,10000,1594645.9
CDA Lugano,2023-12-04,SARS-N1,54800,10000,1483592
CDA Lugano,2023-12-04,SARS-N2,54800,10000,1700513.5
CDA Lugano,2023-12-04,SARS-N2,54800,10000,1712480.8
STEP Aire,2023-12-04,IAV-M,54800,10000,14301.7705
STEP Aire,2023-12-04,IAV-M,54800,10000,13462.392
STEP Aire,2023-12-04,IBV-M,54800,10000,9534.278
STEP Aire,2023-12-04,IBV-M,54800,10000,4487.255
STEP Aire,2023-12-04,RSV-N,54800,10000,22438.363
STEP Aire,2023-12-04,RSV-N,54800,10000,23837.465
STEP Aire,2023-12-04,SARS-N1,54800,10000,874463.9
STEP Aire,2023-12-04,SARS-N1,54800,10000,794573.6
STEP Aire,2023-12-04,SARS-N2,54800,10000,1019471.06
STEP Aire,2023-12-04,SARS-N2,54800,10000,958129.4
STEP Porrentruy,2023-12-04,IAV-M,32880,6000,8508.644
STEP Porrentruy,2023-12-04,IAV-M,32880,6000,3089.0298
STEP Porrentruy,2023-12-04,IBV-M,32880,6000,8508.644
STEP Porrentruy,2023-12-04,IBV-M,32880,6000,6178.2246
STEP Porrentruy,2023-12-04,RSV-N,32880,6000,2836.0752
STEP Porrentruy,2023-12-04,RSV-N,32880,6000,6178.2246
STEP Porrentruy,2023-12-04,SARS-N1,32880,6000,77275.305
STEP Porrentruy,2023-12-04,SARS-N1,32880,6000,87983.1
STEP Porrentruy,2023-12-04,SARS-N2,32880,6000,74182.31
STEP Porrentruy,2023-12-04,SARS-N2,32880,6000,79462.75
ARA Werdhoelzli,2023-12-05,IAV-M,32880,6000,7029.059
ARA Werdhoelzli,2023-12-05,IBV-M,32880,6000,3514.4226
ARA Werdhoelzli,2023-12-05,RSV-N,32880,6000,3514.4226
ARA Werdhoelzli,2023-12-05,SARS-N1,32880,6000,518926.78
ARA Werdhoelzli,2023-12-05,SARS-N2,32880,6000,703613.94
ARA Region Bern,2023-12-05,IAV-M,32880,6000,7227.09
ARA Region Bern,2023-12-05,IAV-M,32880,6000,6859.1816
ARA Region Bern,2023-12-05,IBV-M,32880,6000,2286.3035
ARA Region Bern,2023-12-05,IBV-M,32880,6000,-0
ARA Region Bern,2023-12-05,RSV-N,32880,6000,11432.423
ARA Region Bern,2023-12-05,RSV-N,32880,6000,7227.09
ARA Region Bern,2023-12-05,SARS-N1,32880,6000,471650.47
ARA Region Bern,2023-12-05,SARS-N1,32880,6000,581336.9
ARA Region Bern,2023-12-05,SARS-N2,32880,6000,571309.56
ARA Region Bern,2023-12-05,SARS-N2,32880,6000,666846.7
ARA Schwyz,2023-12-05,IAV-M,32880,6000,5963.4243
ARA Schwyz,2023-12-05,IAV-M,32880,6000,-0
ARA Schwyz,2023-12-05,IBV-M,32880,6000,3015.073
ARA Schwyz,2023-12-05,IBV-M,32880,6000,5963.4243
ARA Schwyz,2023-12-05,RSV-N,32880,6000,5963.4243
ARA Schwyz,2023-12-05,RSV-N,32880,6000,-0
ARA Schwyz,2023-12-05,SARS-N1,32880,6000,764816.06
ARA Schwyz,2023-12-05,SARS-N1,32880,6000,810679.06
ARA Schwyz,2023-12-05,SARS-N2,32880,6000,937812.8
ARA Schwyz,2023-12-05,SARS-N2,32880,6000,890213.2
ARA Zuchwil,2023-12-05,IAV-M,32880,6000,6308.7007
ARA Zuchwil,2023-12-05,IAV-M,32880,6000,3096.4763
ARA Zuchwil,2023-12-05,IBV-M,32880,6000,6193.118
ARA Zuchwil,2023-12-05,IBV-M,32880,6000,9463.309
ARA Zuchwil,2023-12-05,RSV-N,32880,6000,-0
ARA Zuchwil,2023-12-05,RSV-N,32880,6000,3154.2642
ARA Zuchwil,2023-12-05,SARS-N1,32880,6000,164342.23
ARA Zuchwil,2023-12-05,SARS-N1,32880,6000,123144.02
ARA Zuchwil,2023-12-05,SARS-N2,32880,6000,167413.64
ARA Zuchwil,2023-12-05,SARS-N2,32880,6000,155027.36
ARA Chur,2023-12-05,IAV-M,54800,10000,-0
ARA Chur,2023-12-05,IBV-M,54800,10000,12091.512
ARA Chur,2023-12-05,RSV-N,54800,10000,-0
ARA Chur,2023-12-05,SARS-N1,54800,10000,537520.1
ARA Chur,2023-12-05,SARS-N2,54800,10000,638893.44
