wastewater_treatment_plant.name,collection_date,target,loq,lod,gc_per_lww
ARA Werdhoelzli,2023-07-10,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-10,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-10,IBV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-10,IBV-M,32880,6000,6977.8647
ARA Werdhoelzli,2023-07-10,RSV-N,32880,6000,-0
ARA Werdhoelzli,2023-07-10,RSV-N,32880,6000,-0
ARA Werdhoelzli,2023-07-10,SARS-N1,32880,6000,80402.26
ARA Werdhoelzli,2023-07-10,SARS-N1,32880,6000,67488.01
ARA Werdhoelzli,2023-07-10,SARS-N2,32880,6000,135599.94
ARA Werdhoelzli,2023-07-10,SARS-N2,32880,6000,72145.26
ARA Zuchwil,2023-07-10,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-10,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-10,IBV-M,32880,6000,-0
ARA Zuchwil,2023-07-10,IBV-M,32880,6000,-0
ARA Zuchwil,2023-07-10,RSV-N,32880,6000,-0
ARA Zuchwil,2023-07-10,RSV-N,32880,6000,-0
ARA Zuchwil,2023-07-10,SARS-N1,32880,6000,7331.899
ARA Zuchwil,2023-07-10,SARS-N1,32880,6000,12392.876
ARA Zuchwil,2023-07-10,SARS-N2,32880,6000,12392.876
ARA Zuchwil,2023-07-10,SARS-N2,32880,6000,4887.829
ARA Chur,2023-07-10,IAV-M,32880,6000,-0
ARA Chur,2023-07-10,IAV-M,32880,6000,-0
ARA Chur,2023-07-10,IBV-M,32880,6000,-0
ARA Chur,2023-07-10,IBV-M,32880,6000,2214.9893
ARA Chur,2023-07-10,RSV-N,32880,6000,-0
ARA Chur,2023-07-10,RSV-N,32880,6000,-0
ARA Chur,2023-07-10,SARS-N1,32880,6000,8860.467
ARA Chur,2023-07-10,SARS-N1,32880,6000,7005.4907
ARA Chur,2023-07-10,SARS-N2,32880,6000,13291.209
ARA Chur,2023-07-10,SARS-N2,32880,6000,9340.843
STEP Vidy,2023-07-10,IAV-M,32880,6000,-0
STEP Vidy,2023-07-10,IBV-M,32880,6000,-0
STEP Vidy,2023-07-10,RSV-N,32880,6000,-0
STEP Vidy,2023-07-10,SARS-N1,32880,6000,30460.285
STEP Vidy,2023-07-10,SARS-N2,32880,6000,35538.562
STEP Neuchatel,2023-07-10,IAV-M,32880,6000,2349.9734
STEP Neuchatel,2023-07-10,IAV-M,32880,6000,-0
STEP Neuchatel,2023-07-10,IBV-M,32880,6000,2178.8374
STEP Neuchatel,2023-07-10,IBV-M,32880,6000,2349.9734
STEP Neuchatel,2023-07-10,RSV-N,32880,6000,-0
STEP Neuchatel,2023-07-10,RSV-N,32880,6000,-0
STEP Neuchatel,2023-07-10,SARS-N1,32880,6000,35259.637
STEP Neuchatel,2023-07-10,SARS-N1,32880,6000,47953.406
STEP Neuchatel,2023-07-10,SARS-N2,32880,6000,68188.05
STEP Neuchatel,2023-07-10,SARS-N2,32880,6000,71945.04
ARA Sensetal,2023-07-11,IAV-M,32880,6000,-0
ARA Sensetal,2023-07-11,IAV-M,32880,6000,-0
ARA Sensetal,2023-07-11,IBV-M,32880,6000,2804.02
ARA Sensetal,2023-07-11,IBV-M,32880,6000,-0
ARA Sensetal,2023-07-11,RSV-N,32880,6000,2604.405
ARA Sensetal,2023-07-11,RSV-N,32880,6000,2804.02
ARA Sensetal,2023-07-11,SARS-N1,32880,6000,2604.405
ARA Sensetal,2023-07-11,SARS-N1,32880,6000,2804.02
ARA Sensetal,2023-07-11,SARS-N2,32880,6000,-0
ARA Sensetal,2023-07-11,SARS-N2,32880,6000,10418.325
ARA Buholz,2023-07-11,IAV-M,32880,6000,-0
ARA Buholz,2023-07-11,IAV-M,32880,6000,-0
ARA Buholz,2023-07-11,IBV-M,32880,6000,-0
ARA Buholz,2023-07-11,IBV-M,32880,6000,-0
ARA Buholz,2023-07-11,RSV-N,32880,6000,-0
ARA Buholz,2023-07-11,RSV-N,32880,6000,-0
ARA Buholz,2023-07-11,SARS-N1,32880,6000,40423.777
ARA Buholz,2023-07-11,SARS-N1,32880,6000,40953.617
ARA Buholz,2023-07-11,SARS-N2,32880,6000,55589.98
ARA Buholz,2023-07-11,SARS-N2,32880,6000,71687.88
ARA Basel/Prorheno,2023-07-11,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-11,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-11,IBV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-11,IBV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-11,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2023-07-11,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2023-07-11,SARS-N1,32880,6000,15645.11
ARA Basel/Prorheno,2023-07-11,SARS-N1,32880,6000,20725.518
ARA Basel/Prorheno,2023-07-11,SARS-N2,32880,6000,18134.422
ARA Basel/Prorheno,2023-07-11,SARS-N2,32880,6000,36511.848
ARA Altenrhein,2023-07-11,IAV-M,32880,6000,-0
ARA Altenrhein,2023-07-11,IAV-M,32880,6000,-0
ARA Altenrhein,2023-07-11,IBV-M,32880,6000,2142.6548
ARA Altenrhein,2023-07-11,IBV-M,32880,6000,2160.2717
ARA Altenrhein,2023-07-11,RSV-N,32880,6000,-0
ARA Altenrhein,2023-07-11,RSV-N,32880,6000,-0
ARA Altenrhein,2023-07-11,SARS-N1,32880,6000,19445.352
ARA Altenrhein,2023-07-11,SARS-N1,32880,6000,42868.195
ARA Altenrhein,2023-07-11,SARS-N2,32880,6000,47156.76
ARA Altenrhein,2023-07-11,SARS-N2,32880,6000,25928.59
CDA Lugano,2023-07-11,IAV-M,32880,6000,-0
CDA Lugano,2023-07-11,IAV-M,32880,6000,-0
CDA Lugano,2023-07-11,IBV-M,32880,6000,-0
CDA Lugano,2023-07-11,IBV-M,32880,6000,2499.3394
CDA Lugano,2023-07-11,RSV-N,32880,6000,-0
CDA Lugano,2023-07-11,RSV-N,32880,6000,-0
CDA Lugano,2023-07-11,SARS-N1,32880,6000,18803.99
CDA Lugano,2023-07-11,SARS-N1,32880,6000,17497.645
CDA Lugano,2023-07-11,SARS-N2,32880,6000,22497.945
CDA Lugano,2023-07-11,SARS-N2,32880,6000,21938.586
ARA Werdhoelzli,2023-07-12,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-12,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-12,IBV-M,32880,6000,2319.0496
ARA Werdhoelzli,2023-07-12,IBV-M,32880,6000,2366.9092
ARA Werdhoelzli,2023-07-12,RSV-N,32880,6000,-0
ARA Werdhoelzli,2023-07-12,RSV-N,32880,6000,2319.0496
ARA Werdhoelzli,2023-07-12,SARS-N1,32880,6000,47356.605
ARA Werdhoelzli,2023-07-12,SARS-N1,32880,6000,62647.02
ARA Werdhoelzli,2023-07-12,SARS-N2,32880,6000,81222.15
ARA Werdhoelzli,2023-07-12,SARS-N2,32880,6000,63940.586
ARA Region Bern,2023-07-12,IAV-M,32880,6000,2172.8584
ARA Region Bern,2023-07-12,IAV-M,32880,6000,-0
ARA Region Bern,2023-07-12,IBV-M,32880,6000,2281.9712
ARA Region Bern,2023-07-12,IBV-M,32880,6000,2172.8584
ARA Region Bern,2023-07-12,RSV-N,32880,6000,4564.032
ARA Region Bern,2023-07-12,RSV-N,32880,6000,-0
ARA Region Bern,2023-07-12,SARS-N1,32880,6000,6518.821
ARA Region Bern,2023-07-12,SARS-N1,32880,6000,-0
ARA Region Bern,2023-07-12,SARS-N2,32880,6000,6518.821
ARA Region Bern,2023-07-12,SARS-N2,32880,6000,4564.032
ARA Schwyz,2023-07-12,IAV-M,32880,6000,-0
ARA Schwyz,2023-07-12,IAV-M,32880,6000,-0
ARA Schwyz,2023-07-12,IBV-M,32880,6000,-0
ARA Schwyz,2023-07-12,IBV-M,32880,6000,2356.3916
ARA Schwyz,2023-07-12,RSV-N,32880,6000,-0
ARA Schwyz,2023-07-12,RSV-N,32880,6000,-0
ARA Schwyz,2023-07-12,SARS-N1,32880,6000,23568.242
ARA Schwyz,2023-07-12,SARS-N1,32880,6000,14587.013
ARA Schwyz,2023-07-12,SARS-N2,32880,6000,18853.824
ARA Schwyz,2023-07-12,SARS-N2,32880,6000,14587.013
ARA Zuchwil,2023-07-12,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-12,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-12,IBV-M,32880,6000,-0
ARA Zuchwil,2023-07-12,IBV-M,32880,6000,2289.201
ARA Zuchwil,2023-07-12,RSV-N,32880,6000,6867.875
ARA Zuchwil,2023-07-12,RSV-N,32880,6000,-0
ARA Zuchwil,2023-07-12,SARS-N1,32880,6000,6867.875
ARA Zuchwil,2023-07-12,SARS-N1,32880,6000,2596.1003
ARA Zuchwil,2023-07-12,SARS-N2,32880,6000,10385.101
ARA Zuchwil,2023-07-12,SARS-N2,32880,6000,4578.4927
STEP Vidy,2023-07-12,IAV-M,32880,6000,-0
STEP Vidy,2023-07-12,IAV-M,32880,6000,-0
STEP Vidy,2023-07-12,IBV-M,32880,6000,-0
STEP Vidy,2023-07-12,IBV-M,32880,6000,-0
STEP Vidy,2023-07-12,RSV-N,32880,6000,5163.5596
STEP Vidy,2023-07-12,RSV-N,32880,6000,-0
STEP Vidy,2023-07-12,SARS-N1,32880,6000,50183.887
STEP Vidy,2023-07-12,SARS-N1,32880,6000,41321.4
STEP Vidy,2023-07-12,SARS-N2,32880,6000,55762.562
STEP Vidy,2023-07-12,SARS-N2,32880,6000,54240.395
STEP Neuchatel,2023-07-12,IAV-M,32880,6000,-0
STEP Neuchatel,2023-07-12,IAV-M,32880,6000,-0
STEP Neuchatel,2023-07-12,IBV-M,32880,6000,-0
STEP Neuchatel,2023-07-12,IBV-M,32880,6000,2389.9062
STEP Neuchatel,2023-07-12,RSV-N,32880,6000,-0
STEP Neuchatel,2023-07-12,RSV-N,32880,6000,6536.266
STEP Neuchatel,2023-07-12,SARS-N1,32880,6000,181915.08
STEP Neuchatel,2023-07-12,SARS-N1,32880,6000,200782.47
STEP Neuchatel,2023-07-12,SARS-N2,32880,6000,313922.12
STEP Neuchatel,2023-07-12,SARS-N2,32880,6000,303625.9
STEP Porrentruy,2023-07-12,IAV-M,32880,6000,-0
STEP Porrentruy,2023-07-12,IAV-M,32880,6000,-0
STEP Porrentruy,2023-07-12,IBV-M,32880,6000,-0
STEP Porrentruy,2023-07-12,IBV-M,32880,6000,-0
STEP Porrentruy,2023-07-12,RSV-N,32880,6000,-0
STEP Porrentruy,2023-07-12,RSV-N,32880,6000,-0
STEP Porrentruy,2023-07-12,SARS-N1,32880,6000,8233.526
STEP Porrentruy,2023-07-12,SARS-N1,32880,6000,15348.092
STEP Porrentruy,2023-07-12,SARS-N2,32880,6000,13723.195
STEP Porrentruy,2023-07-12,SARS-N2,32880,6000,10231.608
ARA Sensetal,2023-07-13,IAV-M,32880,6000,-0
ARA Sensetal,2023-07-13,IAV-M,32880,6000,-0
ARA Sensetal,2023-07-13,IBV-M,32880,6000,2497.7192
ARA Sensetal,2023-07-13,IBV-M,32880,6000,-0
ARA Sensetal,2023-07-13,RSV-N,32880,6000,-0
ARA Sensetal,2023-07-13,RSV-N,32880,6000,-0
ARA Sensetal,2023-07-13,SARS-N1,32880,6000,5697.1685
ARA Sensetal,2023-07-13,SARS-N1,32880,6000,12489.676
ARA Sensetal,2023-07-13,SARS-N2,32880,6000,9991.524
ARA Sensetal,2023-07-13,SARS-N2,32880,6000,2848.514
ARA Buholz,2023-07-13,IAV-M,32880,6000,-0
ARA Buholz,2023-07-13,IAV-M,32880,6000,-0
ARA Buholz,2023-07-13,IBV-M,32880,6000,-0
ARA Buholz,2023-07-13,IBV-M,32880,6000,2601.9434
ARA Buholz,2023-07-13,RSV-N,32880,6000,-0
ARA Buholz,2023-07-13,RSV-N,32880,6000,-0
ARA Buholz,2023-07-13,SARS-N1,32880,6000,7369.2886
ARA Buholz,2023-07-13,SARS-N1,32880,6000,7806.181
ARA Buholz,2023-07-13,SARS-N2,32880,6000,4912.7544
ARA Buholz,2023-07-13,SARS-N2,32880,6000,7806.181
ARA Basel/Prorheno,2023-07-13,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-13,IAV-M,32880,6000,3643.803
ARA Basel/Prorheno,2023-07-13,IBV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-13,IBV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-13,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2023-07-13,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2023-07-13,SARS-N1,32880,6000,25086.951
ARA Basel/Prorheno,2023-07-13,SARS-N1,32880,6000,18221.312
ARA Basel/Prorheno,2023-07-13,SARS-N2,32880,6000,25511.447
ARA Basel/Prorheno,2023-07-13,SARS-N2,32880,6000,37634.51
ARA Altenrhein,2023-07-13,IAV-M,32880,6000,2221.4587
ARA Altenrhein,2023-07-13,IAV-M,32880,6000,-0
ARA Altenrhein,2023-07-13,IBV-M,32880,6000,2221.4587
ARA Altenrhein,2023-07-13,IBV-M,32880,6000,-0
ARA Altenrhein,2023-07-13,RSV-N,32880,6000,-0
ARA Altenrhein,2023-07-13,RSV-N,32880,6000,2178.345
ARA Altenrhein,2023-07-13,SARS-N1,32880,6000,6664.633
ARA Altenrhein,2023-07-13,SARS-N1,32880,6000,28324.887
ARA Altenrhein,2023-07-13,SARS-N2,32880,6000,35553.59
ARA Altenrhein,2023-07-13,SARS-N2,32880,6000,45762.49
CDA Lugano,2023-07-13,IAV-M,32880,6000,-0
CDA Lugano,2023-07-13,IAV-M,32880,6000,-0
CDA Lugano,2023-07-13,IBV-M,32880,6000,-0
CDA Lugano,2023-07-13,IBV-M,32880,6000,-0
CDA Lugano,2023-07-13,RSV-N,32880,6000,-0
CDA Lugano,2023-07-13,RSV-N,32880,6000,-0
CDA Lugano,2023-07-13,SARS-N1,32880,6000,9946.394
CDA Lugano,2023-07-13,SARS-N1,32880,6000,11625.213
CDA Lugano,2023-07-13,SARS-N2,32880,6000,7459.635
CDA Lugano,2023-07-13,SARS-N2,32880,6000,26160.02
ARA Werdhoelzli,2023-07-14,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-14,IBV-M,32880,6000,2446.2417
ARA Werdhoelzli,2023-07-14,RSV-N,32880,6000,-0
ARA Werdhoelzli,2023-07-14,SARS-N1,32880,6000,97930.51
ARA Werdhoelzli,2023-07-14,SARS-N2,32880,6000,137149.22
ARA Region Bern,2023-07-14,IAV-M,32880,6000,-0
ARA Region Bern,2023-07-14,IAV-M,32880,6000,-0
ARA Region Bern,2023-07-14,IBV-M,32880,6000,-0
ARA Region Bern,2023-07-14,IBV-M,32880,6000,4517.3076
ARA Region Bern,2023-07-14,RSV-N,32880,6000,-0
ARA Region Bern,2023-07-14,RSV-N,32880,6000,-0
ARA Region Bern,2023-07-14,SARS-N1,32880,6000,40668.484
ARA Region Bern,2023-07-14,SARS-N1,32880,6000,40218.883
ARA Region Bern,2023-07-14,SARS-N2,32880,6000,73756.01
ARA Region Bern,2023-07-14,SARS-N2,32880,6000,90413.3
ARA Schwyz,2023-07-14,IAV-M,32880,6000,-0
ARA Schwyz,2023-07-14,IAV-M,32880,6000,-0
ARA Schwyz,2023-07-14,IBV-M,32880,6000,-0
ARA Schwyz,2023-07-14,IBV-M,32880,6000,2312.185
ARA Schwyz,2023-07-14,RSV-N,32880,6000,-0
ARA Schwyz,2023-07-14,RSV-N,32880,6000,-0
ARA Schwyz,2023-07-14,SARS-N1,32880,6000,16906.895
ARA Schwyz,2023-07-14,SARS-N1,32880,6000,9249.295
ARA Schwyz,2023-07-14,SARS-N2,32880,6000,11561.85
ARA Schwyz,2023-07-14,SARS-N2,32880,6000,14491.322
ARA Zuchwil,2023-07-14,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-14,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-14,IBV-M,32880,6000,-0
ARA Zuchwil,2023-07-14,IBV-M,32880,6000,-0
ARA Zuchwil,2023-07-14,RSV-N,32880,6000,-0
ARA Zuchwil,2023-07-14,RSV-N,32880,6000,2482.1672
ARA Zuchwil,2023-07-14,SARS-N1,32880,6000,9929.308
ARA Zuchwil,2023-07-14,SARS-N1,32880,6000,11228.117
ARA Zuchwil,2023-07-14,SARS-N2,32880,6000,19860.324
ARA Zuchwil,2023-07-14,SARS-N2,32880,6000,15719.975
ARA Chur,2023-07-14,IAV-M,32880,6000,-0
ARA Chur,2023-07-14,IAV-M,32880,6000,-0
ARA Chur,2023-07-14,IBV-M,32880,6000,-0
ARA Chur,2023-07-14,IBV-M,32880,6000,2456.012
ARA Chur,2023-07-14,RSV-N,32880,6000,2274.2498
ARA Chur,2023-07-14,RSV-N,32880,6000,-0
ARA Chur,2023-07-14,SARS-N1,32880,6000,9097.536
ARA Chur,2023-07-14,SARS-N1,32880,6000,19651.018
ARA Chur,2023-07-14,SARS-N2,32880,6000,29572.229
ARA Chur,2023-07-14,SARS-N2,32880,6000,22107.865
STEP Vidy,2023-07-14,IAV-M,32880,6000,-0
STEP Vidy,2023-07-14,IAV-M,32880,6000,-0
STEP Vidy,2023-07-14,IBV-M,32880,6000,-0
STEP Vidy,2023-07-14,IBV-M,32880,6000,-0
STEP Vidy,2023-07-14,RSV-N,32880,6000,5046.3545
STEP Vidy,2023-07-14,RSV-N,32880,6000,-0
STEP Vidy,2023-07-14,SARS-N1,32880,6000,36843.9
STEP Vidy,2023-07-14,SARS-N1,32880,6000,50483.383
STEP Vidy,2023-07-14,SARS-N2,32880,6000,58059.695
STEP Vidy,2023-07-14,SARS-N2,32880,6000,62187.71
STEP Neuchatel,2023-07-14,IAV-M,32880,6000,-0
STEP Neuchatel,2023-07-14,IAV-M,32880,6000,-0
STEP Neuchatel,2023-07-14,IBV-M,32880,6000,-0
STEP Neuchatel,2023-07-14,IBV-M,32880,6000,-0
STEP Neuchatel,2023-07-14,RSV-N,32880,6000,2059.1514
STEP Neuchatel,2023-07-14,RSV-N,32880,6000,2260.995
STEP Neuchatel,2023-07-14,SARS-N1,32880,6000,45318.285
STEP Neuchatel,2023-07-14,SARS-N1,32880,6000,40711.45
STEP Neuchatel,2023-07-14,SARS-N2,32880,6000,57683.984
STEP Neuchatel,2023-07-14,SARS-N2,32880,6000,58814.633
STEP Aire,2023-07-14,IAV-M,32880,6000,-0
STEP Aire,2023-07-14,IAV-M,32880,6000,-0
STEP Aire,2023-07-14,IBV-M,32880,6000,-0
STEP Aire,2023-07-14,IBV-M,32880,6000,2610.1677
STEP Aire,2023-07-14,RSV-N,32880,6000,-0
STEP Aire,2023-07-14,RSV-N,32880,6000,2573.4465
STEP Aire,2023-07-14,SARS-N1,32880,6000,47001.06
STEP Aire,2023-07-14,SARS-N1,32880,6000,54066.453
STEP Aire,2023-07-14,SARS-N2,32880,6000,66946.875
STEP Aire,2023-07-14,SARS-N2,32880,6000,75742.76
STEP Porrentruy,2023-07-14,IAV-M,32880,6000,-0
STEP Porrentruy,2023-07-14,IAV-M,32880,6000,-0
STEP Porrentruy,2023-07-14,IBV-M,32880,6000,-0
STEP Porrentruy,2023-07-14,IBV-M,32880,6000,-0
STEP Porrentruy,2023-07-14,RSV-N,32880,6000,-0
STEP Porrentruy,2023-07-14,RSV-N,32880,6000,2828.858
STEP Porrentruy,2023-07-14,SARS-N1,32880,6000,-0
STEP Porrentruy,2023-07-14,SARS-N1,32880,6000,2828.858
STEP Porrentruy,2023-07-14,SARS-N2,32880,6000,-0
STEP Porrentruy,2023-07-14,SARS-N2,32880,6000,-0
ARA Werdhoelzli,2023-07-15,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-15,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-15,IBV-M,32880,6000,7172.981
ARA Werdhoelzli,2023-07-15,IBV-M,32880,6000,2739.0466
ARA Werdhoelzli,2023-07-15,RSV-N,32880,6000,-0
ARA Werdhoelzli,2023-07-15,RSV-N,32880,6000,4781.8887
ARA Werdhoelzli,2023-07-15,SARS-N1,32880,6000,120641
ARA Werdhoelzli,2023-07-15,SARS-N1,32880,6000,110083.64
ARA Werdhoelzli,2023-07-15,SARS-N2,32880,6000,189299.38
ARA Werdhoelzli,2023-07-15,SARS-N2,32880,6000,193983.61
ARA Sensetal,2023-07-15,IAV-M,32880,6000,-0
ARA Sensetal,2023-07-15,IAV-M,32880,6000,-0
ARA Sensetal,2023-07-15,IBV-M,32880,6000,-0
ARA Sensetal,2023-07-15,IBV-M,32880,6000,-0
ARA Sensetal,2023-07-15,RSV-N,32880,6000,-0
ARA Sensetal,2023-07-15,RSV-N,32880,6000,-0
ARA Sensetal,2023-07-15,SARS-N1,32880,6000,12004.874
ARA Sensetal,2023-07-15,SARS-N1,32880,6000,6260.8687
ARA Sensetal,2023-07-15,SARS-N2,32880,6000,9003.422
ARA Sensetal,2023-07-15,SARS-N2,32880,6000,9391.558
ARA Buholz,2023-07-15,IAV-M,32880,6000,-0
ARA Buholz,2023-07-15,IAV-M,32880,6000,-0
ARA Buholz,2023-07-15,IBV-M,32880,6000,-0
ARA Buholz,2023-07-15,IBV-M,32880,6000,5431.891
ARA Buholz,2023-07-15,RSV-N,32880,6000,-0
ARA Buholz,2023-07-15,RSV-N,32880,6000,-0
ARA Buholz,2023-07-15,SARS-N1,32880,6000,19707.488
ARA Buholz,2023-07-15,SARS-N1,32880,6000,27164.562
ARA Buholz,2023-07-15,SARS-N2,32880,6000,38033.96
ARA Buholz,2023-07-15,SARS-N2,32880,6000,42238.562
ARA Zuchwil,2023-07-15,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-15,IAV-M,32880,6000,-0
ARA Zuchwil,2023-07-15,IBV-M,32880,6000,2442.7268
ARA Zuchwil,2023-07-15,IBV-M,32880,6000,-0
ARA Zuchwil,2023-07-15,RSV-N,32880,6000,4885.557
ARA Zuchwil,2023-07-15,RSV-N,32880,6000,2292.7422
ARA Zuchwil,2023-07-15,SARS-N1,32880,6000,29812.744
ARA Zuchwil,2023-07-15,SARS-N1,32880,6000,26875.676
ARA Zuchwil,2023-07-15,SARS-N2,32880,6000,34207.574
ARA Zuchwil,2023-07-15,SARS-N2,32880,6000,32106.668
ARA Basel/Prorheno,2023-07-15,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-15,IAV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-15,IBV-M,32880,6000,2627.3706
ARA Basel/Prorheno,2023-07-15,IBV-M,32880,6000,-0
ARA Basel/Prorheno,2023-07-15,RSV-N,32880,6000,-0
ARA Basel/Prorheno,2023-07-15,RSV-N,32880,6000,2627.3706
ARA Basel/Prorheno,2023-07-15,SARS-N1,32880,6000,22250.29
ARA Basel/Prorheno,2023-07-15,SARS-N1,32880,6000,13138.048
ARA Basel/Prorheno,2023-07-15,SARS-N2,32880,6000,10510.199
ARA Basel/Prorheno,2023-07-15,SARS-N2,32880,6000,25032.178
ARA Altenrhein,2023-07-15,IAV-M,32880,6000,-0
ARA Altenrhein,2023-07-15,IAV-M,32880,6000,-0
ARA Altenrhein,2023-07-15,IBV-M,32880,6000,-0
ARA Altenrhein,2023-07-15,IBV-M,32880,6000,-0
ARA Altenrhein,2023-07-15,RSV-N,32880,6000,-0
ARA Altenrhein,2023-07-15,RSV-N,32880,6000,-0
ARA Altenrhein,2023-07-15,SARS-N1,32880,6000,39296.145
ARA Altenrhein,2023-07-15,SARS-N1,32880,6000,50956.227
ARA Altenrhein,2023-07-15,SARS-N2,32880,6000,59453.3
ARA Altenrhein,2023-07-15,SARS-N2,32880,6000,64737.305
ARA Chur,2023-07-15,IAV-M,32880,6000,-0
ARA Chur,2023-07-15,IAV-M,32880,6000,-0
ARA Chur,2023-07-15,IBV-M,32880,6000,-0
ARA Chur,2023-07-15,IBV-M,32880,6000,2298.2117
ARA Chur,2023-07-15,RSV-N,32880,6000,2298.2117
ARA Chur,2023-07-15,RSV-N,32880,6000,-0
ARA Chur,2023-07-15,SARS-N1,32880,6000,78262.38
ARA Chur,2023-07-15,SARS-N1,32880,6000,80491.83
ARA Chur,2023-07-15,SARS-N2,32880,6000,115022.664
ARA Chur,2023-07-15,SARS-N2,32880,6000,158871.53
CDA Lugano,2023-07-15,IAV-M,32880,6000,-0
CDA Lugano,2023-07-15,IAV-M,32880,6000,-0
CDA Lugano,2023-07-15,IBV-M,32880,6000,-0
CDA Lugano,2023-07-15,IBV-M,32880,6000,-0
CDA Lugano,2023-07-15,RSV-N,32880,6000,-0
CDA Lugano,2023-07-15,RSV-N,32880,6000,-0
CDA Lugano,2023-07-15,SARS-N1,32880,6000,14726.061
CDA Lugano,2023-07-15,SARS-N1,32880,6000,19697.895
CDA Lugano,2023-07-15,SARS-N2,32880,6000,22090.498
CDA Lugano,2023-07-15,SARS-N2,32880,6000,22160.602
STEP Vidy,2023-07-15,IAV-M,32880,6000,-0
STEP Vidy,2023-07-15,IAV-M,32880,6000,-0
STEP Vidy,2023-07-15,IBV-M,32880,6000,2677.264
STEP Vidy,2023-07-15,IBV-M,32880,6000,2804.1558
STEP Vidy,2023-07-15,RSV-N,32880,6000,2677.264
STEP Vidy,2023-07-15,RSV-N,32880,6000,5608.448
STEP Vidy,2023-07-15,SARS-N1,32880,6000,58915.863
STEP Vidy,2023-07-15,SARS-N1,32880,6000,61608.47
STEP Vidy,2023-07-15,SARS-N2,32880,6000,99141.445
STEP Vidy,2023-07-15,SARS-N2,32880,6000,98226.49
STEP Neuchatel,2023-07-15,IAV-M,32880,6000,-0
STEP Neuchatel,2023-07-15,IAV-M,32880,6000,-0
STEP Neuchatel,2023-07-15,IBV-M,32880,6000,4750.059
STEP Neuchatel,2023-07-15,IBV-M,32880,6000,4618.551
STEP Neuchatel,2023-07-15,RSV-N,32880,6000,2309.229
STEP Neuchatel,2023-07-15,RSV-N,32880,6000,-0
STEP Neuchatel,2023-07-15,SARS-N1,32880,6000,41580.246
STEP Neuchatel,2023-07-15,SARS-N1,32880,6000,26130.156
STEP Neuchatel,2023-07-15,SARS-N2,32880,6000,97067.14
STEP Neuchatel,2023-07-15,SARS-N2,32880,6000,38011.406
ARA Werdhoelzli,2023-07-16,IAV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-16,IAV-M,32880,6000,2739.566
ARA Werdhoelzli,2023-07-16,IBV-M,32880,6000,-0
ARA Werdhoelzli,2023-07-16,IBV-M,32880,6000,2428.5642
ARA Werdhoelzli,2023-07-16,RSV-N,32880,6000,2739.566
ARA Werdhoelzli,2023-07-16,RSV-N,32880,6000,4857.23
ARA Werdhoelzli,2023-07-16,SARS-N1,32880,6000,71270.945
ARA Werdhoelzli,2023-07-16,SARS-N1,32880,6000,65607.07
ARA Werdhoelzli,2023-07-16,SARS-N2,32880,6000,90474.3
ARA Werdhoelzli,2023-07-16,SARS-N2,32880,6000,70469.82
ARA Region Bern,2023-07-16,IAV-M,32880,6000,-0
ARA Region Bern,2023-07-16,IAV-M,32880,6000,-0
ARA Region Bern,2023-07-16,IBV-M,32880,6000,2216.7732
ARA Region Bern,2023-07-16,IBV-M,32880,6000,4412.984
ARA Region Bern,2023-07-16,RSV-N,32880,6000,-0
ARA Region Bern,2023-07-16,RSV-N,32880,6000,4412.984
ARA Region Bern,2023-07-16,SARS-N1,32880,6000,28690.418
ARA Region Bern,2023-07-16,SARS-N1,32880,6000,22171.559
ARA Region Bern,2023-07-16,SARS-N2,32880,6000,31042.564
ARA Region Bern,2023-07-16,SARS-N2,32880,6000,13239.962
ARA Sensetal,2023-07-16,IAV-M,32880,6000,-0
ARA Sensetal,2023-07-16,IAV-M,32880,6000,-0
